model,eta10,clock_factor,li_suppression,stellar_depletion,chi2_total,chi2_yD,chi2_Yp,chi2_yLi,chi2_eta_cmb,sigma_yD,sigma_Yp,sigma_yLi,yD,Yp,yLi_bbn,yLi_surface,delta_neff
li_production_suppression_cmb,6.12,1.0,0.47,1.0,4.364928555529664,0.4198579989576115,0.5366469189189093,3.408423637653143,0.0,0.08063533716677819,0.00304138126514911,0.4162081421596651,2.4557511637158957,0.24722799999999998,2.2184,2.2184,0.0
li_production_suppression_cmb,6.12,1.0,0.195,1.0,4.395374729707983,0.4198579989576115,0.5366469189189093,3.4388698118314625,0.0,0.08063533716677819,0.00304138126514911,0.2855881012927534,2.4557511637158957,0.24722799999999998,0.9204,0.9204,0.0
li_production_suppression_cmb,6.12,1.0,0.475,1.0,4.528670360371807,0.4198579989576115,0.5366469189189093,3.572165442495286,0.0,0.08063533716677819,0.00304138126514911,0.4190437805289562,2.4557511637158957,0.24722799999999998,2.242,2.242,0.0
li_production_suppression_cmb,6.12,1.0,0.48,1.0,4.693786672960966,0.4198579989576115,0.5366469189189093,3.737281755084446,0.0,0.08063533716677819,0.00304138126514911,0.4218900634051482,2.4557511637158957,0.24722799999999998,2.2655999999999996,2.2655999999999996,0.0
li_production_suppression_cmb,6.12,1.0,0.19,1.0,4.753612012655198,0.4198579989576115,0.5366469189189093,3.797107094778677,0.0,0.08063533716677819,0.00304138126514911,0.28389369559748945,2.4557511637158957,0.24722799999999998,0.8967999999999999,0.8967999999999999,0.0
li_production_suppression_cmb,6.12,1.0,0.485,1.0,4.86015396992892,0.4198579989576115,0.5366469189189093,3.9036490520523985,0.0,0.08063533716677819,0.00304138126514911,0.42474677679765854,2.4557511637158957,0.24722799999999998,2.2891999999999997,2.2891999999999997,0.0
li_production_suppression_cmb,6.12,1.0,0.49,1.0,5.027654200595364,0.4198579989576115,0.5366469189189093,4.071149282718843,0.0,0.08063533716677819,0.00304138126514911,0.427613711660419,2.4557511637158957,0.24722799999999998,2.3127999999999997,2.3127999999999997,0.0
li_production_suppression_cmb,6.12,1.0,0.185,1.0,5.133205238472543,0.4198579989576115,0.5366469189189093,4.176700320596023,0.0,0.08063533716677819,0.00304138126514911,0.2822335210424162,2.4557511637158957,0.24722799999999998,0.8732,0.8732,0.0
li_production_suppression_cmb,6.12,1.0,0.495,1.0,5.196174589506967,0.4198579989576115,0.5366469189189093,4.2396696716304465,0.0,0.08063533716677819,0.00304138126514911,0.4304906637779732,2.4557511637158957,0.24722799999999998,2.3364,2.3364,0.0
li_production_suppression_cmb,6.12,1.0,0.5,1.0,5.365607443752911,0.4198579989576115,0.5366469189189093,4.409102525876389,0.0,0.08063533716677819,0.00304138126514911,0.43337743365339176,2.4557511637158957,0.24722799999999998,2.36,2.36,0.0
li_production_suppression_cmb,6.12,1.0,0.18,1.0,5.534556662477186,0.4198579989576115,0.5366469189189093,4.578051744600665,0.0,0.08063533716677819,0.00304138126514911,0.28060818519779496,2.4557511637158957,0.24722799999999998,0.8495999999999999,0.8495999999999999,0.0
li_production_suppression_cmb,6.12,1.0,0.505,1.0,5.535849965160546,0.4198579989576115,0.5366469189189093,4.579345047284025,0.0,0.08063533716677819,0.00304138126514911,0.43627382639805473,2.4557511637158957,0.24722799999999998,2.3836,2.3836,0.0
