window_index,tag,bcut_deg,z_lo,z_hi,z_center,scan_N,N,n_controls,control_names,n_strata,min_stratum_N,raw_amp,raw_formal_snr,raw_priority,raw_l_deg,raw_b_deg,raw_sep_cmb_deg,residual_amp,residual_formal_snr,residual_priority,residual_l_deg,residual_b_deg,residual_sep_cmb_deg,residual_amp_par_cmb,residual_frac_par_cmb,residual_rms,amp_ratio_residual_vs_raw,snr_delta_residual_minus_raw,max_abs_su2_delta_mu,control_r2,control_rms_resid,control_k,control_beta_intercept,control_betas,control_centers,control_scales
132,z1p60_1p70,30.0,1.6000000000000003,1.7000000000000004,1.6500000000000004,26254,26254,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2625,0.0005912744128912,2.3438465853485364,0.0219379325412617,61.24000028136592,57.89875866016756,72.19460475803474,0.0006175691340653345,2.2636960277796168,0.021187739445824885,69.32379047123969,46.36530970648847,84.51695092337289,5.900950947628918e-05,0.09555126093793151,0.028776931397419953,1.0444712651196237,-0.08015055756891964,0.0093597988359803,0.002430164664537937,0.02878193305683179,8,1.6493051323770433,-0.0001812733572;-0.0003221522167;9.295518255e-05;-3.248365532e-05;-0.000104524422;-0.00144421012;0.0002467003746,3.891820298;0.1313342671;0.004987175071;0.2829180225;0.1307470728;0.5851747416;0.004575962753,0.380557436;0.2237124989;0.2487002082;0.1793982466;0.8289271947;0.7850504852;0.7314946336
133,z1p70_1p80,30.0,1.7000000000000004,1.8000000000000005,1.7500000000000004,24459,24459,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2445,0.0007718389255511,2.179746830027572,0.0201209251560813,111.63994921745709,-26.829721028204343,149.67808084700474,0.0003070705757222318,0.9005085363418863,0.008312462994575423,149.67940314445593,-31.05446790558672,128.31495835505078,-0.0001903788113416942,-0.6199838942364377,0.028717798402079976,0.3978428212894039,-1.2792382936856859,0.0092308541886154,0.005551990016093744,0.028720623483052973,8,1.749400273210712,4.204467126e-05;0.0004046594206;-0.0004012295162;-0.0004171926571;-0.0003202478864;-0.002206286749;0.0003597880799,3.891820298;0.1380185415;0.004412117661;0.2850348241;0.111260554;0.3716645432;0.0003020140851,0.384781682;0.2213946668;0.2488944432;0.1765273382;0.8534628117;0.8365921425;0.7438233263
134,z1p80_1p90,30.0,1.8000000000000005,1.9000000000000008,1.8500000000000003,22212,22212,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2221,0.0009155548326044,2.1086540879773628,0.0191638378340723,173.31899347738783,3.823247990547983,87.615306225325,0.0009278772053467291,2.130954316404647,0.019366506429021015,172.73517696605077,2.431215647771589,89.0419018098594,1.5515209817889154e-05,0.016721188675059034,0.02879419678578649,1.0134589128946834,0.022300228427284186,0.0090881847066981,0.002418924868765715,0.028799734225416148,8,1.8488161869322757,-0.0002973852006;2.199739326e-05;-2.786138434e-05;-0.0001436911552;-0.0009510725164;-0.001026490582;-0.0001906329984,3.891820298;0.1344052839;0.008240876682;0.2825949241;0.05486740245;0.2379018624;-0.008323971543,0.3848884919;0.223788395;0.2479550449;0.1783093354;0.8685966749;0.8512658995;0.7376598001
135,z1p90_2p00,30.0,1.9000000000000008,2.0000000000000004,1.9500000000000008,20791,20791,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2079,0.0008551764248784,2.982737151185385,0.0266541677903195,315.8920965587684,-54.49744394315277,111.63154819608089,0.0008374542346171607,2.8670989218321914,0.0256208079560709,305.3006843664595,-51.76044262845873,106.03906996407963,-0.0002313825548897937,-0.2762927755635141,0.02858485979425226,0.9792765682662976,-0.11563822935319346,0.0089361436959762,0.0017273832078031903,0.028593262406421408,8,1.9493712392255338,-0.0002887416873;-0.0001659914009;-0.0001092240726;-0.0001245199463;-0.0007764064369;-0.0008482577909;-0.0002047666672,3.871201011;0.1323810079;0.006472660535;0.2763183103;-0.005090412035;0.1106540995;-0.01174606749,0.3856772533;0.2198169743;0.2462044001;0.1774887877;0.8630624207;0.8837573794;0.7786974348
136,z2p00_2p10,30.0,2.0000000000000004,2.1000000000000005,2.0500000000000007,17973,17973,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1797,0.000541939357182,1.2099653234472896,0.010621207801984,329.1913401600441,-13.4028330366521,84.3157853225866,0.00042234441428289364,0.9938393382419994,0.008724030291364242,343.91299966428016,-18.956125702664245,97.5761016668268,-5.568312851282148e-05,-0.1318429382033308,0.028264965407457494,0.7793204326015712,-0.21612598520529014,0.0087781092533489,0.007580438090555863,0.028268888810025955,8,2.049413230429617,-7.587006169e-05;0.00024557492;2.902560027e-05;0.0002195142205;-0.001063052706;-0.0023634798;0.0002085644988,3.891820298;0.1312038346;0.01024282362;0.2771982232;-0.08729758821;0.007588517686;-0.006635594386,0.3836874348;0.2223630383;0.2471040852;0.1785145819;0.8654492628;0.9177054604;0.8330727686
137,z2p10_2p20,30.0,2.1000000000000005,2.2000000000000006,2.1500000000000004,15935,15935,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1593,0.0003378150710771,0.881132081128187,0.0075924444930555,339.468177155026,42.66427506725229,51.049007712610106,0.00032617453180545556,0.8699496041426655,0.007496088523699941,13.199756310323302,42.979576427724865,69.59771182929408,0.00011370753341407975,0.34860947844296986,0.028999627054572787,0.9655416816232344,-0.011182476985521439,0.0086166928383022,0.003668702601672069,0.029003957295194536,8,2.1492897760260403,-2.221016509e-05;-0.0006282639065;2.327682325e-05;0.0008116393654;-0.000385378972;-0.001609771354;0.0004522956243,3.891820298;0.1298407736;0.01308063494;0.2783893551;-0.1348019914;-0.1627053606;0.001486518105,0.381190177;0.2220185344;0.2469118737;0.1786396128;0.8745690698;0.9395924346;0.8904776604
138,z2p20_2p30,30.0,2.2000000000000006,2.3000000000000007,2.250000000000001,14772,14772,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1477,0.0010100135960699,1.974360051647689,0.016691049573473,14.007747110611213,-11.407212288649912,111.7559466432476,0.0009843075648403026,1.9214338796363013,0.016243616816697403,12.710399668373725,-10.920101014491507,110.53853576573431,-0.0003453317938789896,-0.3508372852290508,0.02883249547256918,0.9745488265409268,-0.05292617201138761,0.0084539036127395,0.004205271071469174,0.028840005226992458,8,2.2492727345615884,-0.0008113153459;-0.0001726566335;-7.506361934e-05;0.0002053341672;-0.0006681879611;-0.001588205756;0.0002930399125,3.891820298;0.1284058467;0.007184823523;0.2771157038;-0.2366606323;-0.34297848;0.02086630503,0.38151581;0.2216870209;0.2482906911;0.1789314819;0.859958229;0.9187188879;0.8720615697
139,z2p30_2p40,30.0,2.3000000000000007,2.400000000000001,2.3500000000000005,14711,14711,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1471,0.0003296954735307,0.6355375604250068,0.0052694184312078,21.384352767254597,10.4088536341977,99.56746089384372,0.00040062718380899865,0.9233727537269834,0.007655939963816279,337.3512887445187,32.94385077229056,55.526482685470754,0.00022676510468605868,0.5660252570234232,0.028564344246110176,1.2151431122747693,0.2878351933019766,0.0082912777455419,0.0058989551831493126,0.028569057583331732,8,2.3497056558461695,-0.0003765794574;2.222098902e-05;-0.0002294066706;0.0001194594411;0.0002145306084;-0.002145996289;1.329916186e-05,3.891820298;0.1312710025;0.009826921115;0.2791035953;-0.2203722301;-0.5110020874;0.03740291941,0.3801851977;0.2220223192;0.2492168219;0.1805114719;0.8799265981;0.9273734622;0.9052483223
140,z2p40_2p50,30.0,2.400000000000001,2.5,2.45,13478,13478,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1347,0.0005353601537162,1.3419189774250189,0.0109097745658319,17.17277378680013,44.526712891151085,70.33280828391133,0.000632349348710557,1.7061162350818193,0.013870691018592804,330.25583299861745,54.18877468835581,40.355132358913515,0.000481879044504686,0.76204560894591,0.028869752338822503,1.1811662566238952,0.36419725765680044,0.0081299800877445,0.0018056376185185963,0.02887715725500846,8,2.4481419234808066,-0.0004033187563;-0.0004689625453;-0.0002044623705;0.0005556259622;0.0005938338172;-0.0007431121842;-0.0003250536605,3.891820298;0.1326546974;0.005444460016;0.279673548;-0.1755207059;-0.6790204578;0.04274565831,0.3844079407;0.2218727815;0.2484660243;0.1780119257;0.890042378;0.9118451186;0.9978736943
141,z0p10_0p30,35.0,0.1,0.3,0.2,7645,7645,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,764,0.0020285361007553,1.6805342732484143,0.0008071474393821,198.54079903632757,-4.538272826802163,77.50063154481072,0.002188084818227854,1.8159866947306385,0.0008722041757414534,205.42168595590334,2.1068044332199194,68.03063191404149,0.0008185862530132607,0.37411084167945546,0.04506485800659569,1.0786521459554739,0.13545242148222414,0.0004802921619813,0.010147147070692863,0.04508638453122517,8,0.2350117817729336,0.0005883179413;-0.0003781206636;-0.0004057839492;-0.0003248456066;-0.005756879667;0.004536135781;-0.004339743884,3.891820298;0.1417747254;0.00898148252;0.2858809487;1.702997117;-1.288173135;-1.735522022,0.3933037548;0.2188276244;0.2547701837;0.1779906091;1.079178099;0.6823496854;1.851002998
142,z0p30_0p40,35.0,0.3,0.4,0.35,11100,11100,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1110,0.0016098520261347,2.695556336221084,0.0088580698342163,211.16373571201711,-12.35583859252122,76.5218393822351,0.0014058447076485657,2.4820709883726364,0.008156519621960328,197.25881309771907,-17.2518801657082,88.30280794130718,4.163726513148965e-05,0.029617257798788234,0.027959692915570936,0.8732757326920526,-0.21348534784844775,0.0032861749966741,0.02021914368120792,0.027972496033242998,8,0.3533675433393939,0.0002067892971;-0.0004275310133;0.0001422003641;0.0003178734462;-0.002393521954;-0.001121175734;0.002439822297,3.891820298;0.139956471;-0.003110925594;0.2873762223;1.230408945;-1.199739933;-1.125468942,0.3853650365;0.2225718637;0.2547016993;0.1788445303;1.126174512;0.7201513532;1.721329978
143,z0p30_0p50,35.0,0.3,0.5,0.4,23686,23686,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2368,0.0024118993426009,2.796029704692555,0.0118139428731778,248.3938681088308,2.621908285279118,47.57003511128566,0.0007458003782273177,0.9455867193560568,0.003995346496269219,224.19364320701303,-10.871922166952993,68.81069021552744,0.00026957000263184587,0.36145061131851797,0.05390132655840974,0.3092170411320213,-1.850442985336498,0.004225256567679,0.0986081485616852,0.053906896849353354,8,0.40784749257811576,-0.0006962939919;-0.0003677123009;0.0005342480818;0.0005737691198;-0.01291372891;-0.0001137967024;0.006226061046,3.891820298;0.1373054337;0.002936276069;0.2861511028;0.875578361;-1.096737196;-0.6753894439,0.3864931973;0.2222478949;0.2548744141;0.1790337473;1.163670663;0.7451300401;1.603580553
144,z0p40_0p50,35.0,0.4,0.5,0.45,12586,12586,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1258,0.0010532218463771,1.7214038073413154,0.0086995525946582,342.7704612558813,-5.015553605904831,86.32021655667837,0.0011117998108308943,1.8239770245465023,0.009217932473960324,354.01474868647426,-2.475854959570253,91.84280054639449,-3.575258244955849e-05,-0.03215739209636949,0.028782360481114173,1.0556178782801482,0.10257321720518697,0.005053754707383,0.03076812289599684,0.028790742360189307,8,0.4517767149340898,6.590150524e-05;0.0005906247359;-4.531316094e-05;4.224189793e-05;-0.003870136053;2.056384622e-05;0.001603513507,3.891820298;0.1348504716;0.008489872441;0.2847699508;0.5471345299;-0.9978507976;-0.3417931657,0.3874797064;0.2219573273;0.2549862575;0.1791985138;1.117963579;0.7563353961;1.396828782
145,z0p50_0p60,35.0,0.5,0.6,0.55,14247,14247,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1424,0.0016247238326631,2.903728275262188,0.0186361369548402,247.02801928334455,3.294006133745155,47.26641094223315,0.001077727384258165,1.958305979118659,0.012568413765589698,222.31812845802972,-5.385082633978811,64.85521417409205,0.00045793406065082855,0.42490714009836505,0.028085153286342816,0.6633295841371711,-0.9454222961435288,0.0064180030595863,0.023101869996966062,0.028092879104722728,8,0.5503302108757497,-0.0004318435729;-0.0001170726753;0.0003047927116;0.0002591713869;-0.002654699842;2.171228616e-05;0.002047551059,3.891820298;0.1357353068;0.0121189863;0.2916407089;-0.05720413525;-0.9314970923;0.01524875868,0.3885448398;0.2226299523;0.2561800703;0.1798726126;1.082441831;0.7781002993;1.12095284
146,z0p50_0p75,35.0,0.5,0.75,0.625,37442,37442,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3744,0.0008355426958425,1.0206844821436671,0.0073697817410207,240.827605165382,-15.754676562381796,67.26562816525647,0.0008424039866488906,0.9683769461867093,0.006992098793785365,183.13227706844296,-7.222005354339147,89.38080085842401,9.10373637299017e-06,0.010806853383024834,0.07161339542015395,1.0082117776153523,-0.05230753595695781,0.0072204308676688,0.055357116273079265,0.07161811836805218,8,0.6321228017938864,-0.002433249848;-0.001077394201;-0.0003716862629;0.0008410011151;-0.01287033937;0.00539845296;0.003745588404,3.891820298;0.13583958;0.0100762772;0.2857386517;-0.3558477504;-0.839706927;0.1067636297,0.3902417966;0.2214248618;0.2547778001;0.1792149284;1.084637094;0.8090360729;1.083988692
147,z0p60_0p70,35.0,0.6,0.7,0.6499999999999999,14525,14525,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1452,0.0010792233175202,2.684950900277128,0.0200065305661555,318.9288523534344,-36.87951283607395,98.13832274672578,0.001107898217832081,2.4645726871670903,0.01836441358880363,305.2227996385262,-26.945354255969843,83.77085154461675,0.00012021260980562317,0.10850510260848098,0.02882707234622944,1.026569941407279,-0.2203782131100378,0.0074513580729131,0.005272222947541816,0.028837072931023,8,0.6513695290445359,-0.000390269744;-0.0002033072733;-0.0002667844037;0.0004064133101;-0.001542154569;0.001025464056;0.0001653833329,3.891820298;0.1361708723;0.01041429854;0.2834099219;-0.5310843829;-0.8097142142;0.1772034729,0.391720194;0.2198350449;0.2534631382;0.179026835;1.050988872;0.8155135407;1.07466118
148,z0p70_0p80,35.0,0.7,0.7999999999999999,0.75,17843,17843,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1784,0.0008564791007542,2.062195079500024,0.0169446422545377,253.32752991381187,26.789050327389813,23.02621693483572,0.0005030232125312529,1.27054611815566,0.010439821942189344,250.96505656218176,30.5468328055593,20.313777227504186,0.0004717379273171334,0.9378054840517409,0.028863476926393457,0.5873152212217435,-0.7916489613443638,0.008216798896953,0.005076564525856031,0.028868019542181607,8,0.7517409688167165,0.0007755432248;0.0005003766546;0.000272063218;-0.0003557196771;-0.0004021498724;0.00183625201;0.0003029881025,3.891820298;0.1385808217;0.007925458889;0.287768078;-0.5950742069;-0.6689050527;0.1676681031,0.3909866225;0.2222531331;0.2550892936;0.1776100435;1.02911844;0.8341624543;0.9440514518
149,z0p75_1p00,35.0,0.75,1.0,0.875,50634,50634,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,5063,0.0009891494018302,1.3094296013690685,0.0116242587498287,311.8085769602193,-4.850239544926222,67.50009687949174,0.00107305794981629,1.507672829459186,0.01338413234388166,320.7651647830546,-11.065683120275311,77.57599821347107,0.00023086245845493696,0.2151444462943135,0.07117728061841419,1.0848289933055977,0.1982432280901174,0.0088773453247696,0.03272639644395137,0.07118169027705802,8,0.8822452712749158,-0.000516264215;0.000613405071;0.0003659904931;-0.001113573376;-0.002020971947;0.01284072773;-0.0004891865506,3.891820298;0.1366196282;0.008734345454;0.2843026772;-0.6116558461;-0.4235403624;0.1045493984,0.3917071411;0.2200948615;0.2530535731;0.1769416064;0.9715190546;0.8262721336;0.8326563323
150,z0p80_0p90,35.0,0.7999999999999999,0.8999999999999999,0.8499999999999999,19358,19358,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1935,0.0009006213353952,1.8219233964310493,0.0159741460686032,243.21236106465835,-2.514499859871813,53.90831479798096,0.000685472466729157,1.5083380744156916,0.013224712284144386,239.54412726258658,-15.258376845287751,67.15190210215168,0.00026616164019167983,0.388289323219229,0.0292752411895913,0.761110624176326,-0.3135853220153577,0.0087677374909915,0.006786878786274708,0.029279987693442026,8,0.8508753915870595,0.0003146142364;0.0005048138413;0.0002545008601;-0.0005597443982;0.0005107457236;0.002261454172;-0.0001820110865,3.891820298;0.132129172;0.008256572655;0.2833900625;-0.6003387285;-0.477806905;0.1177403665,0.3919613404;0.2210962067;0.2536863806;0.1773871421;1.005236742;0.8241703731;0.8623963013
151,z0p90_1p00,35.0,0.8999999999999999,1.0,0.95,22103,22103,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2210,0.0005833181269131,1.9660817586907404,0.0179868554150526,248.519998681952,44.85682380785958,11.164513770548403,0.0002742858595869473,0.7427722340375735,0.006795310887196396,115.09018336711875,24.24623949906292,102.33490981840995,-5.8594495598859316e-05,-0.21362565203725037,0.02816570726758501,0.47021658839655617,-1.223309524653167,0.0091485795723116,0.009575033919404508,0.028168608275644682,8,0.951592630376404,-0.0002012242198;-1.815170304e-05;0.0005248753986;3.131945733e-05;-0.0009224321165;0.00265974548;0.0004727687271,3.891820298;0.1377462738;0.008612770229;0.2814867849;-0.6205400126;-0.2871381972;0.07604790011,0.3914608728;0.2182276505;0.2514693562;0.1765561944;0.9190244368;0.7988411287;0.7628193469
152,z1p00_1p10,35.0,1.0,1.1,1.0499999999999998,21920,21920,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2192,0.0007360562259769,1.9824588716948592,0.0186265280038188,144.39493344874262,26.654745127538792,87.67681380398514,0.000712894934488666,2.146095025432006,0.020163999193531866,162.6255353861615,35.53468169839641,70.93932738313768,0.00023280954003902592,0.32656921627029356,0.02889822053123409,0.9685332578262019,0.1636361537371469,0.0093956693224583,0.009877426481930907,0.028903894721016545,8,1.0505398004158026,0.0008282903612;5.833413073e-05;-6.355830651e-05;-0.0002025668322;0.0003162872332;0.002667843206;-0.000316733127,3.891820298;0.1361178562;0.01190180098;0.2873794705;-0.5630518039;0.04916825279;0.003330062344,0.390860295;0.220013323;0.2553989628;0.1774007654;0.8889617106;0.7595928608;0.6665268365
153,z1p00_1p50,35.0,1.0,1.5,1.25,119719,119719,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,11971,0.0030496633427067,3.705935958477851,0.0355780584367076,145.3283284732673,-26.78092969869836,128.43036789813831,0.002526493337999754,2.790859836961064,0.026793062665023487,233.02084137368723,-4.165999671719294,59.000630236420456,0.0013012164437439101,0.515028646295222,0.13409680742204702,0.8284499153134026,-0.9150761215167869,0.0096002895989926,0.14245173792374843,0.13410341005151025,8,1.2569798576544529,0.003808589809;0.0004860816222;8.108619746e-05;-0.001803853001;0.04002215598;0.0371580537;-0.01343526406,3.891820298;0.134893139;0.007714714618;0.2835320514;-0.2699384564;0.4487804321;-0.01670606157,0.3898047544;0.2200645158;0.2542002367;0.1781075;0.8727061036;0.780793475;0.7013446845
154,z1p10_1p20,35.0,1.1,1.2,1.15,23397,23397,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2339,0.0005326135580256,1.4639255477311697,0.0139634971975718,141.0673374310554,23.69142453756842,91.82688243272408,0.0005226591283446454,1.7388056086744077,0.016585411246819712,189.28947377252177,39.790975867883866,52.24961717185651,0.0003199837111834972,0.6122225631013901,0.028398210614294088,0.9813102210205543,0.274880060943238,0.0095383930003905,0.008015759701582303,0.028402474120593036,8,1.149992241534935,-0.0003355370235;-0.0005215313146;-0.0001371299744;0.0004177053282;0.001174364765;0.001927931978;-0.0009234038937,3.891820298;0.1315965728;0.008934379855;0.2824569396;-0.5195015192;0.2942553783;-0.03723844973,0.3917664847;0.2203121156;0.2546539738;0.1785357726;0.8460495619;0.7433698961;0.6664169817
155,z1p20_1p30,35.0,1.2,1.3,1.25,23077,23077,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2307,0.0006648548652652,2.60441229134676,0.0250031122321048,239.85547738055112,-66.84209376101317,116.55578862361052,0.000834706674555455,2.3355607155886564,0.022422059245681494,268.401302963621,-28.03675278901646,76.39097206518477,0.0001964025234655947,0.23529525934388154,0.029010666589508963,1.2554720107560675,-0.2688515757581036,0.0096002895989926,0.013099065063669979,0.02901661100027469,8,1.248775581964431,0.000372330109;-0.0004126794903;-0.0001737657172;0.0001591052679;0.00330168597;0.001542980179;-0.001263643274,3.891820298;0.1353775956;0.009315960712;0.279630047;-0.3258276067;0.5141809903;-0.04939269847,0.3901231118;0.2179819377;0.2528513241;0.1775962949;0.8472302962;0.7447124597;0.6889404232
156,z1p30_1p40,35.0,1.3,1.4,1.35,24783,24783,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2478,0.0008898895783541,2.041814203628149,0.0196015794113999,15.916087396852966,3.0477502293044565,102.02149326272922,0.0008570274354772572,2.0320822238807543,0.01950815162864202,3.09127971642031,10.00331279704511,88.49704780436832,2.247850651121157e-05,0.026228456150524344,0.028809448212845007,0.9630716622868838,-0.009731979747394703,0.0096000798586715,0.0062720634379254125,0.02881417441091048,8,1.3513309656640176,0.0002931525529;0.0001208511981;-4.965071678e-05;-0.0003532601526;0.002452389473;0.0004509205344;-0.0003965723911,3.891820298;0.1392683035;0.00355091163;0.2857386517;-0.1224585441;0.6117790687;-0.02143582596,0.3889061817;0.2206429143;0.2540509922;0.178552091;0.8112210799;0.728254485;0.7028270189
157,z1p40_1p50,35.0,1.4,1.5000000000000002,1.4500000000000002,26542,26542,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2654,0.0004022560877473,0.9876452147212252,0.009434551229343,307.82566489779924,10.447573441407792,52.56452357539333,0.0003359433312192763,0.7985958467266119,0.007628643682143937,318.51327881928006,3.7530523972278647,64.2314479030809,0.00014604695445108063,0.4347368763684526,0.028506502190963172,0.835147910627317,-0.18904936799461336,0.0095525711953214,0.002070433546364381,0.028508993342051422,8,1.4495755082595174,0.0002294968671;0.0003806608312;0.0001196123243;-0.0002464721378;0.001469795455;0.0005820678515;-0.000608235949,3.891820298;0.1328282146;0.006963374;0.2839983895;0.04742651213;0.6858260332;0.001234845502,0.3875076896;0.221109452;0.2540564101;0.1783197578;0.8258507211;0.7575432717;0.758559815
158,z1p50_2p50,35.0,1.5,2.5,2.0,172826,172826,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,17282,0.001967084078588,1.2235050719286888,0.0108374366994005,264.17367257145355,-0.4456582069449075,48.69883848517113,0.001640863511364788,1.4006617806140664,0.012406637073229242,224.8343807208429,-25.01078610102883,81.242358168848,0.00024983001467454,0.1522552076660806,0.24963131350049134,0.8341603336765465,0.17715670868537758,0.0088576965866735,0.22481995675806699,0.24963561933803655,8,1.9236952399896656,-0.003417844518;0.0008535084723;-0.001349703283;-0.0007254492756;-0.03888681967;-0.1312720524;0.01640729834,3.891820298;0.130919793;0.007659425771;0.2836675583;-0.03323658767;0.1487616557;0.00218042319,0.3889857624;0.221418489;0.25405667;0.1784428362;0.8662019087;0.9615133403;0.8057900844
