window_index,tag,bcut_deg,z_lo,z_hi,z_center,scan_N,N,n_controls,control_names,n_strata,min_stratum_N,raw_amp,raw_formal_snr,raw_priority,raw_l_deg,raw_b_deg,raw_sep_cmb_deg,residual_amp,residual_formal_snr,residual_priority,residual_l_deg,residual_b_deg,residual_sep_cmb_deg,residual_amp_par_cmb,residual_frac_par_cmb,residual_rms,amp_ratio_residual_vs_raw,snr_delta_residual_minus_raw,max_abs_su2_delta_mu,control_r2,control_rms_resid,control_k,control_beta_intercept,control_betas,control_centers,control_scales
51,z1p90_2p00,15.0,1.9000000000000008,2.0000000000000004,1.9500000000000008,27642,27642,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2764,0.0007235346806174,2.795670573437421,0.0249825139708492,264.01591927183665,-61.27529922697287,109.52829930345948,0.0007081390565674175,2.647837356077138,0.02366145509747901,262.0180474412626,-53.198830528369236,101.46607728284795,-0.0001407693500871965,-0.19878772224420405,0.02859065758254612,0.9787216501676945,-0.147833217360283,0.0089361436959762,0.001642752701152772,0.028596353131445974,8,1.9492705619534714,-0.0003095094905;-0.0003365159122;-0.0001328100784;2.986715927e-05;-0.0006338372143;-0.0009421451439;-7.215444977e-05,3.871201011;0.1267587355;0.005050177143;0.2679130417;0.07851422199;0.1147285417;-0.009607766274,0.3733753115;0.2234075474;0.2304592837;0.1748295085;0.8563318581;0.8868584724;0.7739261433
52,z2p00_2p10,15.0,2.0000000000000004,2.1000000000000005,2.0500000000000007,23731,23731,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2373,0.00029453389462,0.8040244708227943,0.0070578146472485,326.0885738712093,-10.070317628621604,79.82611095703211,0.00023985931432160093,0.6616371557277481,0.005807923239053193,352.8283302362345,-12.990839709443666,98.87118651818811,-3.6989551923610155e-05,-0.15421353149544545,0.0283461895010412,0.8143691395214843,-0.1423873150950462,0.0087781092533489,0.007823262544441323,0.028348840679415708,8,2.04930935254919,-5.278081123e-05;0.0002672094832;2.201785936e-05;0.0001037198733;-0.001094240723;-0.002437500068;0.000371666848,3.871201011;0.1248333845;0.00763084627;0.266904106;-0.004265682813;0.01064173081;-0.006507296935,0.3723714946;0.2243714024;0.2315665508;0.1759738911;0.8653347985;0.9202036348;0.8268744344
53,z2p10_2p20,15.0,2.1000000000000005,2.2000000000000006,2.1500000000000004,21019,21019,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2101,0.0006979606098809,1.90771410267935,0.0164381864460853,255.21552140829388,23.82928492080851,25.40019859636072,0.0005719001498431452,1.600474199585319,0.013790794573454264,253.2157788642549,28.269527984536325,21.659454530446105,0.0005315205626481921,0.9293939908810515,0.02904040397092484,0.8193874292429401,-0.30723990309403115,0.0086166928383022,0.0037781201532655073,0.029044938125636764,8,2.149447646560912,-2.325094683e-05;-0.0003150837195;1.958044448e-05;0.0006354704255;-0.000432934788;-0.001713665967;0.000535751343,3.891820298;0.1237917555;0.009120982749;0.2682458038;-0.05739657207;-0.1622392611;0.0004911852837,0.3709956018;0.2251368202;0.2311547359;0.1760002291;0.8693004939;0.9413244783;0.8759727696
54,z2p20_2p30,15.0,2.2000000000000006,2.3000000000000007,2.250000000000001,19688,19688,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1968,0.000556284676322,1.422035043287017,0.0120217471898863,32.097506084826584,-16.670155303829013,127.4018123697891,0.0005869749766283625,1.5085779884211807,0.012753372906413108,34.87317526123868,-17.13318059429204,129.494217590711,-0.0003733162865150359,-0.636000343080038,0.028832976006251582,1.0551701343083513,0.08654294513416372,0.0084539036127395,0.0035341447538786985,0.028837572952003693,8,2.2493213196589044,-0.0007202079527;-0.0001509734922;-3.488026783e-05;0.0002890332142;-0.0006272081365;-0.00150294703;9.240750716e-05,3.871201011;0.1242577343;0.006677170867;0.266639953;-0.1503664646;-0.3379404165;0.01068459559,0.3690067385;0.2240007495;0.2312268634;0.1754166459;0.8528481269;0.9217742618;0.8595884683
55,z2p30_2p40,15.0,2.3000000000000007,2.400000000000001,2.3500000000000005,19492,19492,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1949,0.0004234611545927,1.1143718872556032,0.0092395668290599,13.25390203441027,-21.347335920166643,118.4166126832687,0.00037230819091388996,0.8854228345996427,0.007341286643910644,342.2498157201565,7.793837598028475,76.36378446151004,8.777404755733619e-05,0.2357564235744606,0.028553640404816144,0.8792027010647274,-0.22894905265596055,0.0082912777455419,0.005682791333561532,0.028557145626481047,8,2.349754021464175,-0.0003014670275;-2.482793252e-05;-0.0002802724313;0.000124304741;0.0002627666341;-0.002129503461;0.0003831141435,3.871201011;0.1273700903;0.007951445275;0.2693700406;-0.1318604572;-0.519381403;0.02334056937,0.3697075708;0.2242111003;0.2332804654;0.1774254792;0.8749555753;0.934457804;0.8998223902
56,z2p40_2p50,15.0,2.400000000000001,2.5,2.45,17918,17918,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1791,0.0004642318948161,1.2497453502283675,0.0101604048121079,55.02662295007524,35.541201897146266,92.30364557272635,0.00047257550923303696,1.4871008721255998,0.012090100478848606,10.804292974423754,72.00417151530645,49.443830128331214,0.0003072653823556492,0.6501931995043995,0.028873206801530316,1.0179729452243735,0.2373555218972323,0.0081299800877445,0.0015783443320072088,0.028878213208059313,8,2.4482347625468557,-0.0002463681847;-0.0005469953945;-0.0002457049078;0.0005360962885;0.0006494644741;-0.0006350988411;-0.0002380218851,3.871201011;0.128171686;0.008412767471;0.2701531177;-0.0890478469;-0.6854070674;0.02249652356,0.3725089216;0.2244169096;0.2324956332;0.1755101655;0.8796894875;0.9205893592;0.9756017029
57,z0p10_0p30,20.0,0.1,0.3,0.2,11419,11419,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1141,0.0017548441422318,2.09388265884946,0.0010056754291539,169.1324869895605,9.369095378403609,86.2458797727965,0.0016777847457906476,2.010401786384803,0.0009655802204338247,161.76558163208637,9.019066858707436,91.29678459915957,-3.7970330207874245e-05,-0.022631228650240778,0.045172459935067764,0.9560876122348114,-0.08348087246465719,0.0004802921619813,0.01231336888733403,0.04518837440731251,8,0.23427749647822116,0.0005484494941;0.0001807233224;3.326309137e-06;-0.0003921411125;-0.00725894572;0.005001555837;-0.005775762152,3.871201011;0.1418172649;0.005689648822;0.2741325421;1.780228427;-1.274022565;-1.78549019,0.3717051591;0.2236209993;0.2325462993;0.1762300954;1.078028818;0.6822618372;1.872675118
58,z0p30_0p40,20.0,0.3,0.4,0.35,16209,16209,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1620,0.0008653857482028,2.1092655008994425,0.0069314155504031,206.4730095688452,-26.21278053689112,90.5162601751539,0.0007147760307972094,1.9075164635635098,0.006268432908306607,186.34196393616875,-39.76671743933312,111.5944934986918,-0.0002630627346951659,-0.36803519334827833,0.02793653169548793,0.8259623321526023,-0.20174903733593275,0.0032861749966741,0.021158334380751098,0.02794311682528732,8,0.3534252208797022,0.0002001775574;-0.0002306667041;0.0001631449696;0.0002702547329;-0.002529247449;-0.001245852022;0.002464821178,3.871201011;0.1334545384;-0.0005484492945;0.2764639249;1.298302488;-1.182279534;-1.172572974,0.3691264243;0.2270488499;0.2341135124;0.1774567545;1.103088854;0.716808218;1.711230432
59,z0p30_0p50,20.0,0.3,0.5,0.4,34623,34623,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3462,0.0014385297396758,2.407901529454912,0.0101740017516537,253.57922633483165,-8.189105635505985,57.18930436834741,0.0004620475243422572,0.918312456041908,0.003880105736072505,296.98793712121375,-32.06187034734249,85.5623032554247,3.575092936539088e-05,0.0773750046952069,0.05381589221332828,0.32119428024226204,-1.4895890734130042,0.004225256567679,0.10027212458790125,0.053819657015782,8,0.4078571394151852,-0.000506569616;0.0002930024344;0.0003360626095;0.0003255466186;-0.0132147184;-0.0001166278276;0.006029824677,3.871201011;0.1339545718;0.002803508061;0.275666177;0.9431924118;-1.083084148;-0.7238181788,0.368893732;0.225987838;0.2341897866;0.1772185065;1.142561045;0.7438777632;1.597943253
60,z0p40_0p50,20.0,0.4,0.5,0.45,18414,18414,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1841,0.0008188933686757,1.898649003806476,0.009595306340655,343.05237668557305,-9.102523463101177,89.5953500780457,0.0009480951741618008,2.1926456957037415,0.011081093506285857,353.22783349047916,-2.017833493234794,90.97744641762996,-1.6173395136771795e-05,-0.01705883077726927,0.02869824591491218,1.1577761042259307,0.2939966918972654,0.005053754707383,0.03180841904246956,0.028705111479673247,8,0.4518061664952012,-1.777002827e-05;0.0002962598349;-7.945012662e-05;0.0002115778737;-0.003865020224;-0.0001366905217;0.001786749652,3.871201011;0.1341677903;0.005831453155;0.2748570553;0.6168699675;-0.9841977503;-0.3848326735,0.368666695;0.2250489572;0.2342430219;0.1770078999;1.098920843;0.7563896614;1.396291485
61,z0p50_0p60,20.0,0.5,0.6,0.55,20592,20592,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2059,0.0009544881624928,2.51937331650559,0.0161693456535732,261.80497290238657,17.032821011773724,31.272768798687448,0.00027075056886269544,0.7089621317325392,0.0045501211305902615,245.32684874459676,11.876694499613569,39.577520840402244,0.00020868459311537243,0.7707632674308498,0.028009405515061255,0.2836604784658477,-1.8104111847730509,0.0064180030595863,0.022793244022829118,0.028012468792801868,8,0.5503768437703793,-0.0003190247047;-5.077736326e-05;0.0003401682329;0.0002711951995;-0.0029496469;3.051141864e-05;0.001677761529,3.871201011;0.13276717;0.008637714057;0.2786945826;0.004343573906;-0.8992890979;-0.001815333986,0.3703606751;0.2261904113;0.2361220046;0.1777430558;1.063121895;0.7747663671;1.096730049
62,z0p50_0p75,20.0,0.5,0.75,0.625,53893,53893,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,5389,0.0008200176831299,1.3138970382016184,0.0094869027315696,238.65444809611688,-10.244541191322538,62.654069914905314,0.0002761252190898198,0.44037950870960535,0.003179729798175656,177.15553683597648,-12.400726856488903,97.16125423874642,-3.442240385485514e-05,-0.12466229621589905,0.07177648505961602,0.3367308105306779,-0.873517529492013,0.0072204308676688,0.05129098188743564,0.07177927823018332,8,0.6319809449292075,-0.002000924939;-0.0003772945034;-0.0002165623299;0.0002681186925;-0.01246908012;0.005237216413;0.003500641101,3.871201011;0.1325580348;0.007202242372;0.2753623022;-0.2725867536;-0.8106464131;0.0711807357,0.3724456154;0.2250056204;0.2355234553;0.1774590429;1.072603249;0.8046870751;1.064548254
63,z0p60_0p70,20.0,0.6,0.7,0.6499999999999999,20829,20829,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2082,0.0008373092016874,2.946882456528263,0.0219582763823781,357.798515767392,-73.65462172165832,136.7426135207735,0.0006870596394577707,2.2277050448927307,0.016599427970330687,303.932629306037,-51.50110824223922,105.4252571878261,-0.00018274486853829693,-0.2659810852555968,0.028919248520788247,0.8205566570547217,-0.7191774116355325,0.0074513580729131,0.004542843267512975,0.02892547218408694,8,0.6515668666658057,-0.0002897681976;0.0001925777246;-0.0004194590047;-0.000194926033;-0.001529793231;0.0008870785742;3.776062235e-05,3.871201011;0.1331440295;0.006635431028;0.275266023;-0.4426367556;-0.7817482484;0.1360785849,0.3739265398;0.2247422363;0.2351709715;0.1779320601;1.046048518;0.8112284986;1.062423659
64,z0p70_0p80,20.0,0.7,0.7999999999999999,0.75,25774,25774,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2577,0.0006616748105287,2.26801368121189,0.0186358123140562,289.8877033670793,46.87118687005211,17.426167621042833,0.0005149928754924378,1.805227019308873,0.0148331873810069,305.33355031855115,51.199117170373604,26.5123016954505,0.00046083547283358326,0.8948385400340363,0.028884090088305694,0.778317184359703,-0.46278666190301676,0.008216798896953,0.005177123027027664,0.028888158441103567,8,0.7517461299794692,0.0006876898786;0.0003689707964;0.0001660289059;-0.0003004491644;-0.0006110930609;0.001853116532;0.0001420940451,3.871201011;0.1347569088;0.005958462155;0.2756614557;-0.5076300002;-0.6483652554;0.1312197734,0.3734292299;0.2243410349;0.2354140539;0.1759636801;1.023265579;0.8327543915;0.9252690474
65,z0p75_1p00,20.0,0.75,1.0,0.875,73258,73258,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,7325,0.0007630594226529,1.450223173371142,0.0128741319079989,280.722146973416,-9.746530870569012,59.85141334225638,0.000782168664541166,1.542781964209174,0.013695808257111171,279.92245477854146,-14.723013373664413,64.55013452927743,0.00033611442474612644,0.42972115859857046,0.07108735035303029,1.025042927616082,0.09255879083803209,0.0088773453247696,0.03385985599327068,0.07109044618882752,8,0.8820277993648482,-0.0006862217828;0.000142283578;0.0002438907453;-0.000522901276;-0.002203751184;0.01310012817;-0.0006101869725,3.871201011;0.1339124998;0.006033421837;0.2748321838;-0.5286560135;-0.3984835902;0.08222620777,0.3740572958;0.22447706;0.2340444278;0.1761558513;0.9663850342;0.8280090532;0.8096133239
66,z0p80_0p90,20.0,0.7999999999999999,0.8999999999999999,0.8499999999999999,28027,28027,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2802,0.0009645403074005,2.775107559698641,0.0243314145927039,264.04145236341884,-4.675541092111867,52.9285441282281,0.0007817263103199841,2.3807257276567975,0.020873578218144524,262.1437611820369,-19.28248667451159,67.55639824272754,0.00029844265542352844,0.38177384013257387,0.02916185492654232,0.8104651556001722,-0.3943818320418435,0.0087677374909915,0.007336487505172906,0.029166885589109112,8,0.8508965380377385,0.0002863688302;0.0002898647317;0.0003087225873;-0.000391659693;0.0003546455142;0.002374687331;-0.0002776742777,3.871201011;0.1313606144;0.005037392761;0.2746100828;-0.5156986011;-0.450011144;0.09192176672,0.3753472008;0.2257589341;0.2345497408;0.17653202;0.9995341041;0.8253397785;0.8416805156
67,z0p90_1p00,20.0,0.8999999999999999,1.0,0.95,31929,31929,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3192,0.0005277647818662,2.3289840321225217,0.021306895740516,217.41152366786855,69.62803229758939,30.83384537193816,0.0003619327114632069,1.5781461217173833,0.014437795371266429,137.86212820890705,64.59754648252233,59.6401581096437,0.00018293132881598984,0.5054291116059736,0.028195342764508188,0.6857841294059004,-0.7508379104051384,0.0091485795723116,0.009057777352285856,0.028198209119642575,8,0.9514989113559265,-0.0001291869676;-7.034883912e-05;0.0002715615877;2.565638484e-05;-0.001007307185;0.002578299369;0.0001885403582,3.871201011;0.1348906551;0.006472660535;0.2729329689;-0.5366742143;-0.2616022329;0.06159472111,0.3730236606;0.2230553783;0.2329070465;0.1759805109;0.9162594936;0.80025364;0.7350157731
68,z1p00_1p10,20.0,1.0,1.1,1.0499999999999998,31537,31537,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3153,0.0005207524042317,2.2072024804571906,0.0207381446340856,203.9381528026392,66.59507165826237,35.25233389833374,0.0004972931632859405,2.1019078836269482,0.01974883142082697,207.7490545626643,64.27756774142027,33.63133447204057,0.000414055473763486,0.8326184720247333,0.028904301115677968,0.9549512575359679,-0.10529459683024234,0.0093956693224583,0.010729919494569917,0.0289081594786482,8,1.0504028925629965,0.0005612086344;-0.0001922882667;0.0001158246865;-9.611554625e-05;0.0003193950366;0.002815884202;-0.0004136274515,3.871201011;0.1325626534;0.007856196026;0.2767729873;-0.4789431687;0.06824428845;0.001739522073,0.3737358886;0.2242801744;0.2365465248;0.1766280519;0.8755383552;0.7586229053;0.6449738587
69,z1p00_1p50,20.0,1.0,1.5,1.25,172054,172054,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,17205,0.0018457931985894,3.020826423753449,0.0290008084963223,151.06648903861918,-38.07986877549678,131.64903398368793,0.0029722226104243053,4.582772820750117,0.043995946245593325,223.91051430340917,-5.612698314904682,64.28932689313595,0.0012894302117286342,0.433826930461497,0.13430330740549182,1.6102684811579921,1.5619463969966683,0.0096002895989926,0.1398573207024637,0.134313065561314,8,1.2571538520539145,0.002960679223;-0.001152602973;0.0004792055143;-0.0003015054611;0.03936421581;0.03770468846;-0.0120977495,3.871201011;0.132895686;0.005955090472;0.2748218498;-0.1879145534;0.4636903767;-0.006376335985,0.3725563299;0.2241148171;0.2355810531;0.1767755733;0.8690491286;0.7814338233;0.6982012997
70,z1p10_1p20,20.0,1.1,1.2,1.15,33512,33512,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3351,0.000454024763036,1.4679425561021175,0.0140018130020997,349.3636527983703,20.47374555471533,71.84336761236469,0.0004743828357903628,1.599381397477729,0.015255528326656343,323.5657242899173,26.194738465308248,50.78926589119815,0.0002998927196746423,0.6321744739667807,0.028400751521890005,1.0448391242324124,0.13143884137561135,0.0095383930003905,0.00822018174535788,0.028403530945353684,8,1.1501724071534662,-0.0004780213632;-0.0004147454844;-1.450275816e-05;0.0003628693945;0.00113850828;0.00205906416;-0.00086028307,3.871201011;0.1318799447;0.005424248145;0.2746892191;-0.4336655344;0.3120561869;-0.02829284818,0.3746634651;0.2240359247;0.2361151039;0.1770233386;0.8473609398;0.7444202369;0.6496678669
71,z1p20_1p30,20.0,1.2,1.3,1.25,33196,33196,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3319,0.0006223103329448,2.771342688451037,0.0266056923871807,249.89823218339475,-84.08211640449835,132.49614910632965,0.000617506791672739,2.2959651148902083,0.022041930012130315,257.93247566218724,-38.297784543979276,86.71996216893871,3.53313893886384e-05,0.05721619561937229,0.028982524958027108,0.9922811159999055,-0.47537757356082855,0.0096002895989926,0.01263078846381327,0.02898657297892566,8,1.248733127096825,0.0002918515217;-0.0005160064852;-0.0002153609537;0.0004351937962;0.003145588581;0.001697071821;-0.001230060377,3.871201011;0.1341930604;0.005889156281;0.271909322;-0.2407109691;0.5277738113;-0.02993090836,0.3725743765;0.2221295092;0.234349882;0.1762777063;0.8427536269;0.7437278937;0.68251232
72,z1p30_1p40,20.0,1.3,1.4,1.35,35690,35690,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3569,0.0004710143876521,1.5358172941594366,0.0147439686722593,52.42848906365099,-1.9723930971600143,126.33494559590622,0.00027256462714765384,0.9395023312995502,0.00901929740788373,41.04319798360065,20.722642701091168,101.04767257196039,-5.2230383546941115e-05,-0.19162568559803195,0.028824403302320327,0.578675799069168,-0.5963149628598864,0.0096000798586715,0.006538258818504228,0.028826375376197592,8,1.3514042500762142,0.000412043928;2.249599825e-07;-6.554050857e-05;-0.0002711327111;0.002400219646;0.0004103067648;-0.0002106186518,3.871201011;0.1350703179;0.004757803088;0.2757585022;-0.04254686423;0.6298652977;-0.005929359889,0.3722967519;0.225040958;0.2347791181;0.1770766703;0.8157239855;0.7311381655;0.710850252
73,z1p40_1p50,20.0,1.4,1.5000000000000002,1.4500000000000002,38120,38120,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3812,0.000424638654942,1.4387232021250491,0.0137435058186604,288.73665953954867,5.040833447172421,48.08218599987416,0.0003977057634172994,1.3496368999390007,0.01289250257450017,287.3127067715172,0.007888375346393025,52.28880989443891,0.0002432692809090323,0.6116815577896917,0.028497972627347178,0.9365745647240257,-0.0890863021860484,0.0095525711953214,0.0024532650120192567,0.028500149043909333,8,1.4496028320899486,0.0003215470234;0.0004857491004;9.039484241e-05;-0.0002070727158;0.001657514763;0.0005005364317;-0.0007486226579,3.871201011;0.1314135853;0.005958945605;0.2754008311;0.1300414711;0.7027941472;0.01537310837,0.3697489961;0.2248838866;0.2361153947;0.1768191751;0.8210847728;0.7604660415;0.7691392593
74,z1p50_2p50,20.0,1.5,2.5,2.0,245878,245878,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,24587,0.0028385448504681,2.51530042830695,0.022279768018273,220.75311536276735,-13.518474032308196,72.72251450077627,0.0018464114227114434,2.038118016036339,0.018053030993882842,139.38675306452672,-34.58356986925425,137.3107884265215,-0.001357190453146342,-0.7350422752223426,0.24964197297849836,0.6504781569355702,-0.4771824122706114,0.0088576965866735,0.2244489582058834,0.24964611245273266,8,1.9225534081369482,-0.002541981215;0.002420063526;-0.001143378375;-0.001891248923;-0.03874339646;-0.1318624326;0.01553005195,3.871201011;0.1289739879;0.005735908557;0.2746467629;0.05034513721;0.1581203038;0.00511549373,0.3716359247;0.2251703847;0.2358514567;0.1769660891;0.8611737351;0.9673780415;0.810752424
75,z1p50_1p60,20.0,1.5000000000000002,1.6000000000000003,1.5500000000000005,34288,34288,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3428,0.0001785127359832,0.6121022405179439,0.0057962569262558,219.9183428250236,-23.33194596743427,81.74709649239469,0.00019959302797910276,0.6667821246166531,0.006314044047351528,228.42759335980102,-16.836505150415967,72.41420884776663,6.0303739835496226e-05,0.30213349857997035,0.028784018638986934,1.1180884483104143,0.054679884098709164,0.0094694260902414,0.0007288808463360441,0.028785884584971205,8,1.5491781195890273,0.0002064217436;8.106003923e-05;-2.774321528e-05;-5.340392963e-06;-7.480421079e-05;-0.0008075300824;0.0002898463947,3.871201011;0.1275819107;0.005842782134;0.2748444203;0.1710854954;0.7148525061;0.02533442295,0.3705796712;0.2260227343;0.2367365705;0.1780106242;0.8208788879;0.7676313145;0.7596768598
76,z1p60_1p70,20.0,1.6000000000000003,1.7000000000000004,1.6500000000000004,32609,32609,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3260,0.0004978223315582,2.139492730774043,0.0200252215710873,359.06688842144035,68.43012237599315,47.75413493989298,0.0004714626935848955,2.0171965365665288,0.018880553794898888,18.31099595782383,66.0017518182837,55.235699416451986,0.00026882888668085047,0.5702018215624581,0.028762524978688045,0.9470501094420614,-0.12229619420751403,0.0093597988359803,0.002364109116363422,0.02876608426842681,8,1.649307520942759,-0.0001394590721;-0.0003320225652;5.057457478e-05;2.738295229e-05;-0.0001778276216;-0.001433187898;0.0001943954114,3.891820298;0.1282976572;0.004368843397;0.2765936754;0.1805103177;0.593611665;0.0126215217,0.3707211976;0.2268064808;0.2364124023;0.1777136146;0.8275542784;0.790658146;0.7456166385
77,z1p70_1p80,20.0,1.7000000000000004,1.8000000000000005,1.7500000000000004,30496,30496,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3049,0.0008248034006048,2.6317832001419306,0.0242936069765579,88.44127864458338,-19.796396073237386,151.32012455461185,0.00038565161990245476,1.1895420371367418,0.010980489096037788,85.84648412653844,-10.676567869663629,142.39237900287347,-0.00030551648362331325,-0.7922084800281389,0.02871284772769594,0.467567931484848,-1.4422411630051888,0.0092308541886154,0.005299976858190503,0.02871539747615164,8,1.7494290896115299,2.000102209e-05;0.0001206128263;-0.0003980745918;-0.0003931305073;-0.0003212729325;-0.002158005797;0.0003256154124,3.871201011;0.1333706613;0.001787133057;0.2780573925;0.1708334948;0.3777212173;0.003761672592,0.3724200947;0.224331845;0.2363302504;0.1754867003;0.8475059707;0.8391640652;0.743773832
