fit_group,bcut_deg,quality_variable,smd_before,smd_after,abs_smd_before,abs_smd_after,weighted_ks_before,weighted_ks_after
zerr_x_wise_colour,15.0,w1_w2,0.019015045661164614,0.00012018549597758678,0.019015045661164614,0.00012018549597758678,0.009550679408257712,0.00400323408356007
zerr_x_wise_colour,20.0,zerr,-0.004501936826001963,4.225377674360613e-05,0.004501936826001963,4.225377674360613e-05,0.0021330398720932897,0.002444004556353019
zerr_x_wise_colour,20.0,w1_w2,0.018140968561313597,-7.436333689079723e-05,0.018140968561313597,7.436333689079723e-05,0.009164164945915432,0.003408380323503102
zerr_x_wise_colour,25.0,zerr,-0.002548479893433326,0.00019405203737978338,0.002548479893433326,0.00019405203737978338,0.0030578629510236155,0.002595336989635433
zerr_x_wise_colour,25.0,w1_w2,0.012162097547050311,4.864688393164664e-05,0.012162097547050311,4.864688393164664e-05,0.006713537002387415,0.004160683783028252
zerr_x_wise_colour,30.0,zerr,-0.0027167107915861822,-3.316911116129634e-05,0.0027167107915861822,3.316911116129634e-05,0.004776075741137253,0.0033967123498446217
zerr_x_wise_colour,30.0,w1_w2,0.013905390652811779,3.533164428140303e-05,0.013905390652811779,3.533164428140303e-05,0.00809018116593374,0.0034563012094309675
zerr_x_wise_colour,35.0,zerr,-0.0029996199357571873,0.00024177428595854265,0.0029996199357571873,0.00024177428595854265,0.006371173763953214,0.0058044633277054
zerr_x_wise_colour,35.0,w1_w2,0.012319542917249432,1.7781201758703865e-05,0.012319542917249432,1.7781201758703865e-05,0.008720866973166763,0.0044752478891108005
zerr_x_gaia_wise_colour,10.0,zerr,-0.0027276454868637007,0.00011626743093791367,0.0027276454868637007,0.00011626743093791367,0.002807725442473874,0.003386668218310296
zerr_x_gaia_wise_colour,10.0,bp_rp,0.01706192814491744,7.062735580931757e-05,0.01706192814491744,7.062735580931757e-05,0.012908685254490904,0.003670219285008658
zerr_x_gaia_wise_colour,10.0,w1_w2,0.01798810574954316,0.0003365544969768035,0.01798810574954316,0.0003365544969768035,0.009118434315797952,0.0032666808043966267
zerr_x_gaia_wise_colour,15.0,zerr,-0.0037048814660847564,0.00024170030441541762,0.0037048814660847564,0.00024170030441541762,0.0022740703264339523,0.002724239679466889
zerr_x_gaia_wise_colour,15.0,bp_rp,0.02050968725877292,0.00014023520919179204,0.02050968725877292,0.00014023520919179204,0.014246681767179248,0.0033259821137010537
zerr_x_gaia_wise_colour,15.0,w1_w2,0.019015045661164614,7.504093532530835e-05,0.019015045661164614,7.504093532530835e-05,0.009550679408257712,0.0037334304235840943
zerr_x_gaia_wise_colour,20.0,zerr,-0.004501936826001963,9.631042415352233e-06,0.004501936826001963,9.631042415352233e-06,0.0021330398720932897,0.0023582888275699987
zerr_x_gaia_wise_colour,20.0,bp_rp,0.02282341590391333,2.310934913575691e-05,0.02282341590391333,2.310934913575691e-05,0.01687455415592265,0.0033160725843012218
zerr_x_gaia_wise_colour,20.0,w1_w2,0.018140968561313597,-0.00015908800687273328,0.018140968561313597,0.00015908800687273328,0.009164164945915432,0.0031785809062633286
zerr_x_gaia_wise_colour,25.0,zerr,-0.002548479893433326,9.633815254902238e-05,0.002548479893433326,9.633815254902238e-05,0.0030578629510236155,0.0031247600477435356
zerr_x_gaia_wise_colour,25.0,bp_rp,0.02003680052924238,2.179482011468007e-06,0.02003680052924238,2.179482011468007e-06,0.014108532279657693,0.004446895850104715
zerr_x_gaia_wise_colour,25.0,w1_w2,0.012162097547050311,-6.251417130659471e-05,0.012162097547050311,6.251417130659471e-05,0.006713537002387415,0.0038944615430366314
zerr_x_gaia_wise_colour,30.0,zerr,-0.0027167107915861822,0.00016527064511141665,0.0027167107915861822,0.00016527064511141665,0.004776075741137253,0.003347996823855892
zerr_x_gaia_wise_colour,30.0,bp_rp,0.028614296257936413,0.00013269323065520202,0.028614296257936413,0.00013269323065520202,0.01901910716524463,0.004229073558535634
zerr_x_gaia_wise_colour,30.0,w1_w2,0.013905390652811779,-7.585002748012648e-05,0.013905390652811779,7.585002748012648e-05,0.00809018116593374,0.0033073026082941492
zerr_x_gaia_wise_colour,35.0,zerr,-0.0029996199357571873,0.00026398977672151437,0.0029996199357571873,0.00026398977672151437,0.006371173763953214,0.005685749174796972
zerr_x_gaia_wise_colour,35.0,bp_rp,0.02920103251868615,0.00012405701773308674,0.02920103251868615,0.00012405701773308674,0.018504205344550273,0.004501159246851044
zerr_x_gaia_wise_colour,35.0,w1_w2,0.012319542917249432,0.0003162037501634693,0.012319542917249432,0.0003162037501634693,0.008720866973166763,0.0049156036985739116
