window_index,tag,bcut_deg,z_center,N,ess,baseline_snr,baseline_amp,weighted_snr,weighted_amp,weighted_l_deg,weighted_b_deg,weighted_priority,amp_ratio_weighted_vs_baseline,direction_sep_weighted_vs_baseline_deg
82,z2p20_2p30,20.0,2.250000000000001,18368,18294.171869190577,1.506595681510382,0.0006077524879976754,1.6031181786193782,0.0006515771984375659,44.44037926869988,-19.388186976114252,0.01355260656187873,1.0721094710517387,4.065605976108191
83,z2p30_2p40,20.0,2.3500000000000005,18197,18135.54274247568,0.9630658268791834,0.00037249123106885624,1.124439258031012,0.00044090193093796696,39.34186834666524,-23.570647911992236,0.009323038196326176,1.183657208983974,5.666957183323489
84,z2p40_2p50,20.0,2.45,16680,16645.907618252164,1.1257498791914977,0.000420728103603961,1.0267530259625055,0.00038810727185278063,51.131918472920496,38.71908500604052,0.008347481656106581,0.9224657647736151,2.202642803323278
85,z0p10_0p30,25.0,0.2,10176,10164.416635657768,2.54388828998162,0.002376588478677292,1.7347373875389651,0.0016239047339318914,186.6988454662967,4.06359522494986,0.0008331807703308819,0.6832923530941661,3.1088735316315126
86,z0p30_0p40,25.0,0.35,14550,14533.781298115531,2.201205347155753,0.0009644715845928201,1.83199312826773,0.0007970454916660688,241.25582947509085,-25.307535365950834,0.006020250012192181,0.8264064015971656,3.7207267081662208
87,z0p30_0p50,25.0,0.4,31123,31084.88236087224,2.8237653280320445,0.001887707294904414,1.7760189653434342,0.001183916421307883,243.39892377859218,-4.22080990308787,0.007504135797639808,0.6271716089161121,3.258436436112033
88,z0p40_0p50,25.0,0.45,16573,16555.55218024774,1.402175180254819,0.0006677344087900899,1.2300789872388125,0.0005875795930919324,353.8116262284606,-5.090810675153789,0.0062165174722110614,0.8799600340449805,0.6531839852988268
89,z0p50_0p60,25.0,0.55,18495,18432.88902365081,2.9471595706885747,0.0012271622675324313,2.343713462802931,0.0009879948502704969,244.20797417378353,14.043740510117209,0.015041960175062812,0.8051053038463687,1.9275072131306077
90,z0p50_0p75,25.0,0.625,48510,48494.2324854504,0.8539545173124774,0.0005778135009860338,0.4954643772889713,0.0003409424874108903,220.06095939491323,-11.542901839016265,0.003577466283607589,0.5900562843012059,3.340320857009054
91,z0p60_0p70,25.0,0.6499999999999999,18782,18625.180225917604,3.2007880589212676,0.0009790804053759763,3.1835478488478985,0.0009872986452742624,11.754126093283986,-58.18160999523511,0.023721754964017922,1.0083938355350195,2.0759000476223353
