fit_group,bcut_deg,N,ess,variables,a0,amp,l_deg,b_deg,formal_snr,rms_resid,amp_ratio_vs_baseline_same_bcut,direction_sep_vs_baseline_same_bcut_deg,propensity_min,propensity_p01,propensity_p50,propensity_p99,propensity_max,weight_min,weight_p99,weight_max
gaia_wise_colour_cross,25.0,153651,153573.30329246653,"bp_rp,w1_w2",1.2071145497058349,0.0019142520195429263,145.65437371977754,-28.277712851053828,2.7190168859647375,0.14620256589592653,0.5986727787211916,5.6690214533995045,0.3240246099954686,0.46268478332084567,0.4986265440768056,0.5096844813083987,0.509906637090957,0.6656094852874966,1.0605535682639498,1.3526346290707798
gaia_wise_colour_cross,30.0,136052,135966.4000641829,"bp_rp,w1_w2",1.2071784767464115,0.0016324340967605506,140.41823549594196,-25.41951468556956,2.0996719301874847,0.14620874584549828,0.5031629886107927,7.069053789636328,0.335925849780824,0.45934443281380544,0.4984753671841118,0.5116384622436178,0.5118637098369467,0.6722746251252616,1.0675454023398747,1.3020726441255543
gaia_wise_colour_cross,35.0,118193,118138.01450098568,"bp_rp,w1_w2",1.2070124484577778,0.002399521115760421,145.98423099637728,-24.35792214839943,2.7879852585778164,0.14611406079656858,0.5903150404750477,1.0270901675933994,0.3677034768486771,0.46713145245142185,0.4985829636234839,0.5149872960383857,0.5255094613318111,0.7751788055263122,1.0548890730873595,1.2651811187062443
zerr_x_gaia_colour,10.0,192357,192281.41734531376,"zerr,bp_rp",1.2065996901538973,0.0016358790465845865,145.19836253823144,-30.224747492178835,2.675533997162707,0.14615697146649362,0.6643016804410383,7.916671464430634,0.34251687496610755,0.46551226603864776,0.49896806147923567,0.5062009899447847,0.5064620914034268,0.6925649354981862,1.0549756153383216,1.3154824523867512
zerr_x_gaia_colour,15.0,183527,183440.5109708239,"zerr,bp_rp",1.206873204023138,0.0015906178787564954,140.41065289348796,-28.927885456048525,2.5254906115919957,0.14619434591543903,0.6240920024266219,7.7682266270495575,0.3421909654537667,0.46288933423492806,0.4983580794127829,0.5066281247413653,0.5068709945605231,0.6923237503150242,1.059968752114784,1.3162389547697904
zerr_x_gaia_colour,20.0,169941,169833.13597026837,"zerr,bp_rp",1.2070278879799927,0.0014843838437161112,141.92644280100436,-27.10393949032243,2.2232781981120313,0.14622636229348546,0.5702334100384951,10.83562478939835,0.31436851791378156,0.45693815370370233,0.49880704952762256,0.5085110062784703,0.5085588220115271,0.6329928622904842,1.0691925803877158,1.3721316322591073
zerr_x_gaia_colour,25.0,153651,153580.33952584837,"zerr,bp_rp",1.20711107518407,0.00221024873022136,145.82270778896898,-29.375908430177883,3.1683643455843424,0.14620086361444856,0.691244274775563,4.576800262040381,0.347980883471275,0.46356119244592,0.49864422122320545,0.5085629778455387,0.5090100141177256,0.7043580186091443,1.0581596797898665,1.3046357878972985
zerr_x_gaia_colour,30.0,136052,135968.1745474899,"zerr,bp_rp",1.207171959317047,0.001959458228438128,140.5576557601204,-27.49119951371621,2.573065534090986,0.1462096609452933,0.6039612013957805,5.042721787748343,0.3553024556326743,0.45920226315537693,0.49835272715864837,0.5113194552975999,0.5118200106043299,0.7110427333603206,1.0663716394032048,1.2859624789261135
zerr_x_gaia_colour,35.0,118193,118136.70429019626,"zerr,bp_rp",1.2070075429007996,0.0027039824758931445,145.9617803298641,-24.33954938475667,3.1410984753765323,0.1461165659065935,0.6652167027064633,1.0431580476020885,0.39790249859446597,0.46530786738338203,0.49886568104520373,0.511887763558895,0.5123101693012642,0.7967357041138289,1.0571664351353138,1.2047693305750762
zerr_x_wise_colour,10.0,192357,192325.8014485243,"zerr,w1_w2",1.206598093253942,0.001777186597174411,144.6211276327129,-35.48953511131286,2.9881576277393083,0.1461333879350587,0.7216841889533959,2.65709947616685,0.4222373092675802,0.47685083825953756,0.498254336533431,0.5023605983773514,0.5025420213919195,0.851857236643605,1.0371494953610134,1.1557126752366933
zerr_x_wise_colour,15.0,183527,183490.51807717714,"zerr,w1_w2",1.2068716525780847,0.001862583438810386,139.31618412862795,-34.1356107048356,3.049590733983781,0.14616785690919762,0.7307999259524167,2.4827205765308356,0.4146746462325036,0.47401432223359835,0.49793595021909615,0.5014700647446159,0.5017641637027672,0.839221246221915,1.0414674265802109,1.170884020199566
zerr_x_wise_colour,20.0,169941,169910.54459590532,"zerr,w1_w2",1.2070251783991737,0.0019540318281788737,140.16381940883377,-35.02592198907872,3.094783722529767,0.14618521727821296,0.7506510108037092,2.7726284253484885,0.4247998843098949,0.476384259466994,0.4975651674581797,0.5009243008969223,0.5010422279191337,0.8567773179219443,1.0382735664330702,1.1506062205248406
