run_date,frame,datasets,offset_mode,offset_design_note,prior_config,dataset_sigma_mag,survey_sigma_mag,model,family,H0,param_name,param_value,k_base,N,raw_chi2,data_chi2_map,prior_chi2,posterior_objective,logdet_random_effect,marginal_score,AIC_base,BIC_base,chi2_dof_base,profiled_rms_mag,max_abs_offset_pull_sigma,method,success
2026-07-16T20:19:13,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,6112.16812889892,0.0,6112.16812889892,0.0,6112.16812889892,6112.16812889892,6112.16812889892,1.787183663420737,0.25154202398475667,,fixed,True
2026-07-16T20:19:13,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,none,no nuisance offsets,none,0.0,0.0,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.4615893678540625,1,3420,4484.869067817077,4484.869067817077,0.0,4484.869067817077,0.0,4484.869067817077,4486.869067817077,4493.006463647133,1.31174877678183,0.23941634102160705,,minimize_Om,True
2026-07-16T20:19:13,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,3479.529930505556,214.66731209160946,3694.1972425971653,10.074383955048177,3704.2716265522135,3704.2716265522135,3704.2716265522135,1.0174064124285251,0.2291709846185354,7.381294185479334,fixed,True
2026-07-16T20:19:13,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,3822.715450583259,605.1185577133086,4427.834008296568,10.074383955048177,4437.908392251616,4437.908392251616,4437.908392251616,1.117753055726099,0.23147456329579716,11.547787516405641,fixed,True
2026-07-16T20:19:13,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_010mmag_ds020,0.02,0.01,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.5222079917733223,1,3420,4664.533734243352,3572.2179228518216,239.2876146409303,3811.505537492752,10.074383955048177,3821.5799214478,3823.5799214478,3829.7173172778566,1.044813665648383,0.22989464513149305,8.022176873791855,minimize_Om,True
2026-07-16T20:19:14,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,3296.27183771746,198.57259651406304,3494.8444342315233,17.25416502520477,3512.098599256728,3512.098599256728,3512.098599256728,0.9638221747711871,0.22692262904922864,6.2438155087161675,fixed,True
2026-07-16T20:19:14,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,3386.4610489459037,506.57055829669537,3893.031607242599,17.25416502520477,3910.2857722678036,3910.2857722678036,3910.2857722678036,0.9901932891654689,0.227024017175852,9.909693986666083,fixed,True
2026-07-16T20:19:14,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_016mmag_ds032,0.032,0.016,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.48564757048576335,1,3420,4514.192849221092,3362.9727608553976,227.39641519059276,3590.3691760459906,17.25416502520477,3607.6233410711952,3609.6233410711952,3615.7607369012517,0.9836129748041526,0.2266257729612898,7.247477669914859,minimize_Om,True
2026-07-16T20:19:14,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,3196.78397146546,143.98928823121963,3340.77325969668,27.1786837246554,3367.9519434213353,3367.9519434213353,3367.9519434213353,0.9347321553992574,0.225503564717841,5.072527139222865,fixed,True
2026-07-16T20:19:14,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,3184.002306048118,333.3199658127715,3517.3222718608895,27.1786837246554,3544.500955585545,3544.500955585545,3544.500955585545,0.9309948263298591,0.22485810635379988,7.631750229233597,fixed,True
2026-07-16T20:19:14,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_025mmag_ds050,0.05,0.025,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.42917358338251294,1,3420,4541.277574698298,3206.342057373169,194.05706106174802,3400.399118434917,27.1786837246554,3427.5778021595725,3429.5778021595725,3435.715197989629,0.9378011282167795,0.22446361201960985,5.783119122497789,minimize_Om,True
2026-07-16T20:19:14,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,FR_C1PZ_ALPHA0_H0fixed675,fr_c1pz_alpha0,67.5,,,0,3420,4115.907365821276,3137.3012094876744,63.37645642618038,3200.677665913855,48.202814102548345,3248.8804800164035,3248.8804800164035,3248.8804800164035,0.9173395349379165,0.2242688465040027,2.906149036761797,fixed,True
2026-07-16T20:19:14,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Om03_H0fixed675,lcdm,67.5,Om,0.3,0,3420,6112.16812889892,3084.830744717853,127.8227871399618,3212.653531857815,48.202814102548345,3260.8563459603633,3260.8563459603633,3260.8563459603633,0.90199729377715,0.22352348850028098,4.196735353426169,fixed,True
2026-07-16T20:19:15,CMB_PANTHEON_ONLY,PantheonPlusSH0ES+DES_Dovekie_raw+Union3p1_UNITY1p8,dataset+idsurvey,20 nuisance offset columns,budget_050mmag_ds100_stress,0.1,0.05,LCDM_Omfree_H0fixed675,lcdm,67.5,Om,0.35774738659712746,1,3420,5111.454812438387,3089.5748322607647,102.75179303374715,3192.326625294512,48.202814102548345,3240.5294393970603,3242.5294393970603,3248.6668352271167,0.9036486786372521,0.22303061542197816,3.608590937433749,minimize_Om,True
