frame,offset_mode,prior_config,model,offset_label,offset_type,prior_sigma_mag,offset_mag,pull_sigma
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.016,-0.02569385694301718,-1.6058660589385736
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.016,-0.060123553098812066,-3.757722068675754
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.016,-0.028089562702241097,-1.7555976688900685
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.016,-0.06306430196530873,-3.941518872831795
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.016,-0.03882971585086803,-2.4268572406792517
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.032,-0.07895642590593596,-2.4673883095604987
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.016,-0.01788812032140836,-1.1180075200880224
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.016,-0.07210233478282799,-4.506395923926749
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.016,0.025158434243037764,1.5724021401898602
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.016,-0.013973937192176608,-0.873371074511038
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.016,-0.00705634159521532,-0.44102134970095747
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.016,-0.009306871270701395,-0.5816794544188372
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.016,-0.11595964271863773,-7.247477669914859
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.016,-0.09320828458634546,-5.825517786646591
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.016,-0.09005105814473537,-5.62819113404596
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.016,-0.10040014108240655,-6.275008817650409
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.016,-0.032257985941949736,-2.0161241213718584
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.016,-0.05948990127111556,-3.7181188294447223
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.016,-0.028096435915322262,-1.7560272447076413
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.016,-0.027634782649217222,-1.7271739155760764
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.016,-0.023249504750548208,-1.453094046909263
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.016,-0.04964659981704233,-3.1029124885651456
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.016,-0.02224614823988614,-1.3903842649928837
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.016,-0.05601153652536471,-3.5007210328352945
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.016,-0.03374375448180028,-2.1089846551125175
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.032,0.054884313285518335,1.7151347901724479
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.016,-0.012552513197253468,-0.7845320748283418
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.016,-0.04588624149927696,-2.86789009370481
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.025,0.015190141760608655,0.6076056704243462
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.025,-0.019532764416947797,-0.7813105766779118
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.025,-0.01222933759548876,-0.4891735038195504
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.025,-0.019147917326123795,-0.7659166930449518
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.025,-0.11097900104272382,-4.439160041708952
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.025,-0.09955728363191738,-3.982291345276695
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.025,-0.08411401493101837,-3.3645605972407346
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.025,-0.12681317848057164,-5.072527139222865
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.025,-0.059877985136969424,-2.395119405478777
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.025,-0.08162922150812076,-3.26516886032483
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.025,-0.047854580583230465,-1.9141832233292184
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.025,-0.052090319347898664,-2.0836127739159465
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.025,-0.04108890322809661,-1.6435561291238643
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.025,-0.07260647159928511,-2.904258863971404
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.025,-0.03930788201300474,-1.5723152805201894
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.025,-0.08585315341838957,-3.434126136735583
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.025,-0.05922346891379498,-2.368938756551799
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,Union3p1_UNITY1p8,dataset,0.05,-0.014713177083495286,-0.2942635416699057
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.025,-0.024083148866727612,-0.9633259546691044
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.025,-0.0906119316831968,-3.6244772673278716
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.025,-0.08990440403356155,-3.596176161342462
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.025,-0.03922880746550245,-1.5691522986200979
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.025,-0.025056635084689128,-1.002265403387565
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.025,-0.029111050538943258,-1.1644420215577302
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.025,-0.1766609726749969,-7.066438906999875
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.025,-0.19079375573083993,-7.631750229233597
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.025,-0.1721585398802725,-6.886341595210899
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.025,-0.1568287007551311,-6.2731480302052445
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.025,-0.13497076835336483,-5.3988307341345925
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.025,-0.10082315833383251,-4.0329263333533
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.025,-0.05539483556042882,-2.2157934224171525
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.025,-0.0636466727778964,-2.545866911115856
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.025,-0.04440898786997784,-1.7763595147991134
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.025,-0.08728147138058981,-3.491258855223592
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.025,-0.049767485191549554,-1.9906994076619822
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.025,-0.09891484762262745,-3.9565939049050978
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.025,-0.06923979374209073,-2.769591749683629
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.05,-0.07968403036796737,-1.5936806073593472
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.025,-0.033442682467477926,-1.337707298699117
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.025,-0.10261487620262115,-4.104595048104846
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.025,-0.006794749570122054,-0.27178998280488215
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.025,-0.025345912086534535,-1.0138364834613813
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.025,-0.015945217472830734,-0.6378086989132293
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.025,-0.020421032060088294,-0.8168412824035317
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.025,-0.14457797806244474,-5.783119122497789
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.025,-0.13391254484828988,-5.356501793931595
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.025,-0.12320251387407934,-4.928100554963173
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.025,-0.13599757827144954,-5.4399031308579815
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.025,-0.06794106968437053,-2.717642787374821
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.025,-0.09164997767060146,-3.6659991068240583
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.025,-0.05242997833928045,-2.097199133571218
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.025,-0.05430059885438632,-2.1720239541754527
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.025,-0.04285395057546663,-1.714158023018665
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.025,-0.07778829242014669,-3.1115316968058675
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.025,-0.04333385745813405,-1.7333542983253618
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.025,-0.09162063631678145,-3.664825452671258
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.025,-0.06328035792762396,-2.531214317104958
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.05,0.01752202985953373,0.3504405971906746
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.025,-0.02585829575899033,-1.0343318303596132
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.025,-0.07611589427188178,-3.044635770875271
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,0.01533391864578772,0.3066783729157544
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.02544892768936431,-0.5089785537872862
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,-0.020338812646036947,-0.40677625292073893
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.03339140815934159,-0.6678281631868318
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.11476014192029932,-2.295202838405986
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.10640653618074682,-2.128130723614936
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.08673664556702135,-1.7347329113404268
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.14530745183808985,-2.906149036761797
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.07116394241959054,-1.4232788483918106
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.11572190830984376,-2.314438166196875
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.09506368772210008,-1.9012737544420015
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.09055990511726612,-1.8111981023453223
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.0905987221317163,-1.8119744426343258
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.10304026685367541,-2.060805337073508
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.07088921291608122,-1.4177842583216242
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.1252974541999511,-2.505949083999022
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.10269851435971274,-2.0539702871942547
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,Union3p1_UNITY1p8,dataset,0.1,-0.014784065719442473,-0.1478406571944247
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.04171241737410568,-0.8342483474821135
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.12375051530098402,-2.4750103060196804
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,-0.09323936734495104,-1.8647873468990208
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.05090422918067597,-1.0180845836135193
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,-0.04099988184455601,-0.8199976368911202
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.051709331680163576,-1.0341866336032715
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.18606233161623348,-3.7212466323246693
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.20983676767130846,-4.196735353426169
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.18384597647677825,-3.676919529535565
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.1785746411657949,-3.5714928233158982
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.17038910291251053,-3.4077820582502105
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.13721361824574232,-2.7442723649148464
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.10759725078888499,-2.1519450157776996
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.10716565909777759,-2.1433131819555515
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.09298808590768884,-1.8597617181537767
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.12041994639369771,-2.408398927873954
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.0864988102413764,-1.729976204827528
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.14281144240924257,-2.856228848184851
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.11834269886921481,-2.366853977384296
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.1,-0.08006795099826386,-0.8006795099826386
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.05924856704015773,-1.1849713408031546
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.13606513188104644,-2.7213026376209286
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,-0.053453919617004506,-1.06907839234009
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.0425866313194795,-0.8517326263895899
