frame,offset_mode,prior_config,model,offset_label,offset_type,prior_sigma_mag,offset_mag,pull_sigma
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.01,-0.012035074978260216,-1.2035074978260216
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.01,-0.013561064390115889,-1.356106439011589
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.01,-0.010925881378253994,-1.0925881378253994
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.01,-0.030971220320413995,-3.0971220320413995
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.01,-0.009140817061235028,-0.9140817061235028
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.01,-0.027287618178707895,-2.7287618178707893
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.01,-0.013509979623080577,-1.3509979623080577
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.02,0.0798545249696941,3.992726248484705
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.01,-0.003330752861841716,-0.3330752861841716
HEL,dataset+idsurvey,budget_010mmag_ds020,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.01,-0.025469934170799114,-2.5469934170799116
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.016,0.009061627018306637,0.5663516886441647
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.016,-0.004724445273526024,-0.29527782959537646
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.016,-0.0017527910348194336,-0.1095494396762146
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.016,-0.0035514023980615424,-0.2219626498788464
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.016,-0.11122668216173444,-6.951667635108402
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.016,-0.090282623739119,-5.642663983694937
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.016,-0.0737891975817431,-4.6118248488589435
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.016,-0.09386908747748685,-5.866817967342928
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.016,-0.04847168158969965,-3.029480099356228
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.016,-0.052412374884764135,-3.2757734302977584
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.016,-0.022940878854555716,-1.4338049284097323
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.016,-0.032442400633670654,-2.0276500396044157
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.016,-0.021237988732064724,-1.3273742957540453
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.016,-0.056002743881892816,-3.5001714926183007
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.016,-0.02027958047661551,-1.2674737797884692
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.016,-0.053223722522120966,-3.3264826576325603
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.016,-0.029353270218048774,-1.8345793886280484
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,Union3p1_UNITY1p8,dataset,0.032,-0.014578829294519582,-0.4555884154537369
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.016,-0.008757188542526197,-0.5473242839078872
HEL,dataset+idsurvey,budget_016mmag_ds032,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.016,-0.06523303786038111,-4.077064866273819
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.016,-0.09017908280901367,-5.636192675563354
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.016,-0.018433075467620373,-1.1520672167262733
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.016,-0.008878771659000867,-0.5549232286875542
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.016,-0.008476803016357911,-0.5298001885223694
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.016,-0.16836035596623333,-10.522522247889583
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.016,-0.1642708312006104,-10.26692695003815
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.016,-0.14820204887976168,-9.262628054985106
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.016,-0.11875163988341109,-7.421977492713193
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.016,-0.10010962558377175,-6.256851598985734
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.016,-0.06857957013271548,-4.286223133294718
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.016,-0.02773314256944791,-1.7333214105904944
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.016,-0.04003968700478389,-2.5024804377989933
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.016,-0.024466425563418572,-1.5291515977136607
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.016,-0.06776105571758761,-4.235065982349226
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.016,-0.02686544577180435,-1.6790903607377718
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.016,-0.062139207920427,-3.8837004950266873
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.016,-0.03550613332691616,-2.2191333329322602
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.032,-0.07895642590593596,-2.4673883095604987
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.016,-0.01337675389421798,-0.8360471183886238
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.016,-0.07578514791417273,-4.736571744635796
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.016,0.021936853907376434,1.3710533692110272
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.016,-0.004599307673121667,-0.2874567295701042
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.016,-0.001702759787915851,-0.10642248674474068
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.016,-0.002192008215620834,-0.13700051347630213
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.016,-0.12744225607367032,-7.965141004604395
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.016,-0.0975424828676644,-6.096405179229024
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.016,-0.08851099073268834,-5.531936920793021
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.016,-0.0938491891853799,-5.865574324086244
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.016,-0.03490895674557165,-2.181809796598228
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.016,-0.0568861730371408,-3.5553858148213
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.016,-0.024655223790644217,-1.5409514869152636
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.016,-0.031220251492928876,-1.9512657183080546
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.016,-0.022015101402308366,-1.3759438376442727
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.016,-0.057084303774078554,-3.5677689858799098
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.016,-0.021069377063347515,-1.3168360664592196
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.016,-0.054937553665927945,-3.4335971041204965
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.016,-0.030318783318476913,-1.8949239574048071
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.032,0.057407208577975884,1.7939752680617462
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.016,-0.007958208181532075,-0.4973880113457547
HEL,dataset+idsurvey,budget_016mmag_ds032,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.016,-0.04900278612876105,-3.0626741330475657
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.025,0.00949889375626112,0.37995575025044476
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.025,-0.006767817385884291,-0.27071269543537163
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.025,-0.003334322007351866,-0.13337288029407462
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.025,-0.00658841093439261,-0.26353643737570437
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.025,-0.12614077692262632,-5.045631076905052
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.025,-0.10631314084111974,-4.252525633644789
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.025,-0.08350736193908523,-3.340294477563409
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.025,-0.11839460999942342,-4.735784399976937
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.025,-0.06575713807191397,-2.6302855228765587
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.025,-0.07774722773124638,-3.1098891092498553
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.025,-0.04104238257037008,-1.6416953028148031
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.025,-0.05817604664821346,-2.327041865928538
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.025,-0.03917745514838608,-1.5670982059354432
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.025,-0.08294020776044454,-3.3176083104177816
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.025,-0.037740599501821424,-1.5096239800728568
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.025,-0.0844706211615338,-3.3788248464613515
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.025,-0.05359334090117914,-2.1437336360471657
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,Union3p1_UNITY1p8,dataset,0.05,-0.014713177083495286,-0.2942635416699057
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.025,-0.01559394496962937,-0.6237577987851748
HEL,dataset+idsurvey,budget_025mmag_ds050,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.025,-0.09594510370423648,-3.837804148169459
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.025,-0.0956167256558271,-3.824669026233084
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.025,-0.0263240449743543,-1.052961798974172
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.025,-0.01607867928262357,-0.6431471713049427
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.025,-0.016410829629936407,-0.6564331851974562
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.025,-0.19215697559344713,-7.686279023737885
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.025,-0.19760369979382314,-7.904147991752925
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.025,-0.17152250995920154,-6.860900398368061
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.025,-0.1483386401772232,-5.933545607088928
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.025,-0.1408568694004321,-5.634274776017284
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.025,-0.09695206413211081,-3.878082565284432
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.025,-0.04852074142551985,-1.940829657020794
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.025,-0.06978891659650877,-2.7915566638603506
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.025,-0.042486352590614396,-1.6994541036245758
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.025,-0.0976833132146439,-3.9073325285857554
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.025,-0.04806477028863804,-1.9225908115455215
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.025,-0.0975412726909224,-3.901650907636896
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.025,-0.0635851548366955,-2.5434061934678196
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,Union3p1_UNITY1p8,dataset,0.05,-0.07968403036796737,-1.5936806073593472
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.025,-0.024872416597417686,-0.9948966638967074
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Om03_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.025,-0.10805652781474877,-4.322261112589951
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.025,-0.011539857169775784,-0.46159428679103137
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.025,-0.012348681114165967,-0.49394724456663863
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.025,-0.006902246880148752,-0.2760898752059501
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.025,-0.007684169432098184,-0.30736677728392736
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.025,-0.15955452236540252,-6.3821808946161
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.025,-0.14005441464847787,-5.602176585939114
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.025,-0.1221010032700824,-4.884040130803296
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.025,-0.12730914252247008,-5.092365700898803
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.025,-0.07317158955343378,-2.926863582137351
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.025,-0.08766571208687485,-3.506628483474994
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.025,-0.04554440381031424,-1.8217761524125697
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.025,-0.06031825461855023,-2.412730184742009
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.025,-0.04090128479524233,-1.6360513918096933
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.025,-0.0880857301207925,-3.5234292048316997
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.025,-0.04169219508940675,-1.66768780357627
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.025,-0.09016477741059802,-3.6065910964239203
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.025,-0.057568544284314425,-2.302741771372577
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.05,0.018473847990863695,0.36947695981727385
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.025,-0.017238769996864335,-0.6895507998745734
HEL,dataset+idsurvey,budget_025mmag_ds050,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.025,-0.08128429057644583,-3.251371623057833
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_10,survey,0.05,0.009657056340898414,0.19314112681796827
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_150,survey,0.05,-0.008977993232400065,-0.17955986464800128
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,-0.006092972898965114,-0.12185945797930227
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.011831700606258528,-0.23663401212517055
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.13230282440549257,-2.6460564881098514
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.11387320008845117,-2.2774640017690233
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.08593833739403994,-1.7187667478807989
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.13501943052661664,-2.7003886105323325
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.07923959282281506,-1.5847918564563013
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.11025426491197435,-2.205085298239487
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.08074478435029925,-1.614895687005985
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.0996692456491544,-1.9933849129830878
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.08710112269557199,-1.7420224539114397
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.11564584571181272,-2.3129169142362542
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.06875744410635956,-1.375148882127191
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.12338146320846428,-2.4676292641692856
HEL,dataset+idsurvey,budget_050mmag_ds100_stress,FR_C1PZ_ALPHA0_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.09381421687033344,-1.8762843374066687
