ra_deg,dec_deg,z,DH_over_rd,DM_over_rd,kind,l_deg,b_deg
37.12331428571429,6.9510930612244906,2.2362080442337257e-10,,,BAO,161.0255946855024,-48.60954465312762
36.163228571428576,7.09151918367347,2.319901570026482e-10,,,BAO,159.696199000132,-49.011144806084296
44.803999999999995,9.970254693877552,2.3238696352761803e-10,,,BAO,167.1688320225519,-41.671281598217135
45.44405714285715,9.900041632653062,2.3481075808676264e-10,,,BAO,167.87903505873473,-41.325637452295744
35.20314285714286,7.2319453061224515,2.4497062451773605e-10,,,BAO,158.34478670190725,-49.39524356291635
44.16394285714286,10.04046775510204,2.4782800643215385e-10,,,BAO,166.45027230074234,-42.0113845041955
46.08411428571428,9.829828571428571,2.565390466175117e-10,,,BAO,168.58093622594262,-40.97457428778865
34.24305714285714,7.372371428571429,2.6010225102215676e-10,,,BAO,156.9717439811923,-49.76131328842343
32.32288571428571,7.653223673469388,2.64747097746197e-10,,,BAO,154.16281226815767,-50.437285969102454
33.28297142857143,7.51279755102041,2.718205782028941e-10,,,BAO,155.57755625409789,-50.10883198969152
37.763371428571425,6.880880000000001,2.7358488415236517e-10,,,BAO,161.87964088906276,-48.31301751521497
43.52388571428571,10.11068081632653,2.8275220704761734e-10,,,BAO,165.72330810605166,-42.345822501163184
41.923742857142855,10.32132,2.8410152674142395e-10,,,BAO,163.84037473434134,-43.12803007055028
36.803285714285714,7.02130612244898,2.866095181181031e-10,,,BAO,160.56549508763942,-48.725740610876436
46.72417142857143,9.759615510204084,3.02646084442788e-10,,,BAO,169.2745968910277,-40.61821279550795
35.8432,7.1617322448979595,3.0640053570244943e-10,,,BAO,159.229160832647,-49.12131773067714
34.883114285714285,7.302158367346939,3.3194567009762776e-10,,,BAO,157.8709615734094,-49.49921954926591
42.88382857142857,10.18089387755102,3.4098100775218145e-10,,,BAO,164.9878991714179,-42.67447056456997
37.44334285714286,6.9510930612244906,3.4813096079854176e-10,,,BAO,161.42438178853925,-48.43304464938006
32.002857142857145,7.723436734693879,3.5608224908705846e-10,,,BAO,153.66987417826388,-50.521655309972004
33.923028571428574,7.44258448979592,3.5926952533048667e-10,,,BAO,156.49131672188875,-49.85892074016754
36.48325714285714,7.09151918367347,3.7596010347884894e-10,,,BAO,160.1032250033441,-48.83986217491951
32.962942857142856,7.583010612244899,3.7664913762572517e-10,,,BAO,155.09074618039546,-50.19990251179541
45.12402857142857,9.900041632653062,3.879890705791328e-10,,,BAO,167.55472114698438,-41.5262798163334
44.48397142857143,9.970254693877552,4.0157768385404895e-10,,,BAO,166.84013116301222,-41.8693950177015
45.76408571428571,9.829828571428571,4.0448034609754937e-10,,,BAO,168.260968269874,-41.17768557735473
35.52317142857142,7.2319453061224515,4.1361765744557423e-10,,,BAO,158.76001027779196,-49.22935898041858
38.0834,6.880880000000001,4.1518582622814815e-10,,,BAO,162.2728288833873,-48.133215940339575
42.24377142857142,10.251106938775512,4.2794711786314184e-10,,,BAO,164.244013250792,-42.99720241637608
43.84391428571429,10.04046775510204,4.4602788277160216e-10,,,BAO,166.11714652916433,-42.20690807823122
37.12331428571429,7.02130612244898,4.5338374648740906e-10,,,BAO,160.96692303890904,-48.55103619279271
46.40414285714285,9.759615510204084,4.553805398014101e-10,,,BAO,168.9589311104104,-40.82373390608464
34.56308571428571,7.372371428571429,4.5861611012924734e-10,,,BAO,157.3950932591969,-49.601007494524644
31.682828571428573,7.793649795918368,4.718475195317462e-10,,,BAO,153.17517051293746,-50.603676077992
33.603,7.51279755102041,5.031996129662928e-10,,,BAO,156.00892696746607,-49.95428499960612
36.163228571428576,7.1617322448979595,5.046143899951951e-10,,,BAO,159.63880628957085,-48.95189049358132
32.64291428571428,7.653223673469388,5.238839233021613e-10,,,BAO,154.60206608582746,-50.28867622132796
43.20385714285714,10.11068081632653,5.263196939256961e-10,,,BAO,165.38572273334134,-42.53869448415556
37.763371428571425,6.9510930612244906,5.37028095659197e-10,,,BAO,161.82021594444433,-48.25499877950371
41.60371428571429,10.32132,5.486906413091923e-10,,,BAO,163.4916266281736,-43.31389063715746
47.0442,9.689402448979592,5.521846184388794e-10,,,BAO,169.64867456292248,-40.46454483178542
35.20314285714286,7.302158367346939,5.700606710575462e-10,,,BAO,158.28877289627474,-49.33525005794177
36.803285714285714,7.09151918367347,6.043868513635854e-10,,,BAO,160.50728412577539,-48.66697313738503
31.3628,7.863862857142857,6.103179801624695e-10,,,BAO,152.67874247996775,-50.68333224699732
38.40342857142857,6.880880000000001,6.226593824014747e-10,,,BAO,162.66308108680104,-47.951908365191876
34.24305714285714,7.44258448979592,6.450178248666222e-10,,,BAO,156.91721114062798,-49.700589356475895
42.5638,10.18089387755102,6.50394260168871e-10,,,BAO,164.64582303785957,-42.86462840814459
45.44405714285715,9.829828571428571,6.554953655738913e-10,,,BAO,167.9387578458899,-41.37967470940408
44.803999999999995,9.900041632653062,6.587038533861154e-10,,,BAO,167.2281379302089,-41.725770692444705
35.8432,7.2319453061224515,6.926792257795962e-10,,,BAO,159.17226203660346,-49.06180685003164
46.08411428571428,9.759615510204084,7.038450449342572e-10,,,BAO,168.64105083671583,-41.02816166713895
37.44334285714286,7.02130612244898,7.106654467184261e-10,,,BAO,161.36539584733663,-48.37476580731263
44.16394285714286,9.970254693877552,7.11794107016147e-10,,,BAO,166.50913541716812,-42.06632710840607
33.28297142857143,7.583010612244899,7.127505272201346e-10,,,BAO,155.52460800566362,-50.04738858554566
