model,latent,galaxy,fraction_abs_ge_3p8,fraction_abs_ge_3p8_divergent,fraction_abs_ge_3p8_nondivergent,posterior_mean,posterior_sd,posterior_q01,posterior_q99
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC5055,0.0085,0.0,0.00850637978483863,-2.328664862534359,0.7079589442238808,-3.7735483976481987,-0.6104573030910015
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC5371,0.98,1.0,0.9799849887415562,-3.946197383257608,0.052385642345062086,-3.9993823067570213,-3.767436988160974
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC5585,0.0,0.0,0.0,0.2971329187912843,0.14012571989035527,-0.050931280120102056,0.5995248416887993
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC5907,0.341875,0.5,0.34175631723792843,-3.611295349694402,0.3192513423246046,-3.994641300722682,-2.6283370488748656
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC6015,0.0,0.0,0.0,-0.6995385161036625,0.14057834817419154,-1.0364640612074998,-0.3803359162321571
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC6195,0.597,0.3333333333333333,0.5971978984238179,-3.789573470108255,0.1924754988197967,-3.997345810887163,-3.145549615420566
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC6503,0.00375,0.0,0.0037528146109582186,2.0835981330768627,0.6588679438801099,0.5506474519639992,3.61358230664475
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC6674,0.0,0.0,0.0,-1.6631731771163953,0.29670339375181726,-2.350550237986755,-0.9808521184823715
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC6789,0.000375,0.0,0.0003752814610958219,0.759706889537053,0.9613732230712211,-1.4265074995652252,3.0455371438682493
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC6946,0.0,0.0,0.0,-0.32148657780069095,0.19295002725725288,-0.7729914320632313,0.126561838139741
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC7331,0.0,0.0,0.0,2.4886804970117744,0.3247796797533941,1.7291349659207733,3.2270975409060503
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC7793,0.0,0.0,0.0,-0.08000789119409678,0.9440107657453541,-2.3485494823615856,2.095084823207112
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,NGC7814,0.363125,0.3333333333333333,0.3631473605203903,3.6045487043519584,0.3433025880073097,2.522648757646835,3.995002549795915
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC00128,0.0,0.0,0.0,-2.4429727254842537,0.1460451313386038,-2.7458026747628814,-2.050711365423576
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC00191,0.0,0.0,0.0,-0.7692649615098464,0.25479791629338333,-1.4052234164818158,-0.211550905675116
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC00634,0.0,0.0,0.0,0.0786072697727555,0.21835845187435723,-0.45377012062143024,0.5846773212270554
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC00731,0.0,0.0,0.0,-0.49597944119805426,0.1397124259942714,-0.8272337365000086,-0.17244762257452947
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC00891,0.0,0.0,0.0,-0.5751131505780059,0.21213334809542875,-1.0924993059425174,-0.09405371505158952
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC01230,0.0,0.0,0.0,-1.2945148268940008,0.431738365378579,-2.3302153419138474,-0.3239505961432375
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC01281,0.0,0.0,0.0,0.4541501174918854,0.8943078659769459,-1.6764965052641982,2.494620466930399
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC02023,0.0,0.0,0.0,-1.2955568770250632,0.5833603379136569,-2.7145949630950126,-0.012167253019981556
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC02259,0.0,0.0,0.0,0.22069129869028437,0.29813435743438677,-0.47323269965438125,0.8901792199683798
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC02885,0.0,0.0,0.0,-1.3942476768600773,0.553332118885962,-2.7175596562543562,-0.08765894305568925
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC02916,0.0,0.0,0.0,0.8779635317733733,0.29857526075820123,0.18266887107521387,1.55309321746649
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC02953,0.0,0.0,0.0,0.9945631421288558,0.07321061232450332,0.8264117708258591,1.1673219544980362
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC03205,0.0,0.0,0.0,-1.2963362668409113,0.22150854500605707,-1.8042154124264753,-0.7940129444107459
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC03546,0.0,0.0,0.0,0.6356590891761434,0.2305787027299367,0.08293327609529455,1.1749728823567065
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC04278,0.0,0.0,0.0,0.2890585536509508,0.28503772227019314,-0.40708297660118714,0.9247762633737717
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC04325,0.0,0.0,0.0,0.4064394456809765,0.33917557120824854,-0.3833951083656225,1.1698510457317812
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC04483,0.00075,0.0,0.0007505629221916438,-1.4158561049162286,0.7652693928768104,-3.2056672320022583,0.2444341345737903
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC04499,0.0,0.0,0.0,-0.828810610188435,0.2500166180698378,-1.4431074799857804,-0.2729687649771595
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05005,0.0,0.0,0.0,-1.4579005634688995,0.4460356541799224,-2.511647017603246,-0.4433329044963495
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05253,0.0,0.0,0.0,0.19995263496073112,0.1287913076500182,-0.09287030110999935,0.49613435262015887
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05414,0.0,0.0,0.0,-0.9190373463763317,0.3347760063785118,-1.7310839096924768,-0.17088728890535873
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05716,0.0,0.0,0.0,-0.7082752879472116,0.18167766125295895,-1.132552513157107,-0.2956368925522865
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05721,0.0,0.0,0.0,1.3515619407394586,0.20105002308989642,0.883469800869753,1.7975162260506965
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05750,0.0,0.0,0.0,-1.7124182072624725,0.5180990226977088,-2.9628872379261715,-0.5403670990972561
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05764,0.0,0.0,0.0,0.8311786514472965,0.18953888586039686,0.38295631972928434,1.2551429185065237
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05829,0.0,0.0,0.0,-1.0322401625231061,0.2699280134522103,-1.6936907894336513,-0.4228211938318628
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05918,0.0,0.0,0.0,-0.5998723679063892,0.36949414458287727,-1.4884417068024096,0.2366829936829848
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05986,0.0,0.0,0.0,1.3494590421436778,0.2883338983295938,0.6381662030617729,1.9697623994278135
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC05999,0.0,0.0,0.0,-0.9771350763361775,0.3718729983845151,-1.8968006281098078,-0.13553403945467105
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06399,0.0,0.0,0.0,0.6982430652922943,0.6481473622691917,-0.8401158268625716,2.1649483589353187
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06446,0.0,0.0,0.0,-0.041394046963370644,0.21933997733508342,-0.5458861640608582,0.4484780742519512
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06614,0.0,0.0,0.0,-0.19764971110866628,0.7723228525901404,-2.0499370493068025,1.5620150978023664
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06628,0.053125,0.0,0.05316487365524143,-3.094634182947278,0.4459925576806843,-3.949492073056317,-2.0060042082336773
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06667,0.017625,0.0,0.01763822867150363,2.880864591623248,0.45790119794973444,1.8367762926559212,3.872683428985854
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06786,0.0,0.0,0.0,2.877476950517276,0.152694771162299,2.520854919074014,3.2212155812032597
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06818,0.0,0.0,0.0,-0.6042253049322462,0.6752151193412169,-2.25092643606886,0.9281792547870726
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06917,0.0,0.0,0.0,0.5158178869875795,0.6145698550881175,-0.9493306474512836,1.8984164978074587
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06923,0.0,0.0,0.0,-0.2326756241232859,0.6607933236634602,-1.8289187214099678,1.2866906350296996
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06930,0.0,0.0,0.0,-0.7147950001913566,0.5692011501063602,-2.0567955950107923,0.5454087947878636
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC06983,0.0,0.0,0.0,0.3094798479411545,0.5136020842015482,-0.9648989333818903,1.4532623636509714
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07089,0.0,0.0,0.0,-1.422891068686128,0.6089643702313556,-2.8789477523666043,-0.03175060551385656
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07125,0.000375,0.0,0.0003752814610958219,-3.0097097595141475,0.2147124906023234,-3.530351830783811,-2.5300490049328075
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07151,0.0,0.0,0.0,-0.45547273782899694,0.8806698922632936,-2.5454719393365157,1.5838114351788775
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07232,0.00025,0.0,0.0002501876407305479,0.163102856122137,0.9609797910754837,-2.091989143145365,2.3781669176036573
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07261,0.0,0.0,0.0,-0.3169005005701099,0.37380936118450114,-1.200731667715331,0.5231392630144851
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07323,0.0,0.0,0.0,-0.699904089828899,0.38870502463702067,-1.6359873637413476,0.1532924364495331
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07399,0.0,0.0,0.0,2.185629176937541,0.2843023162968354,1.4819641308003417,2.811733921976231
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07524,0.0005,0.0,0.0005003752814610958,-1.5829203530729719,0.7561275947803792,-3.3256538815060126,0.15410407003019094
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07559,0.002,0.0,0.0020015011258443832,-1.5222010511226567,0.9008999161329941,-3.5202635512089633,0.6006223992232244
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07577,0.014125,0.0,0.014135601701275957,-2.0782901728962333,0.8811907776954422,-3.8509108450489524,0.04801249990097998
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07603,0.0,0.0,0.0,0.8982877442431434,0.27662254110299633,0.22880563359076572,1.4979284259338896
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07608,0.0,0.0,0.0,0.7528857515286865,0.36183574740669044,-0.14094428048148155,1.5524961893204692
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07690,0.0,0.0,0.0,-0.7211959914086765,0.3806784893384127,-1.6304027149913642,0.15102031983067765
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC07866,0.000125,0.0,0.00012509382036527395,-0.9166671476936133,0.9134148002946733,-3.104882134585118,1.2237334981820511
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC08286,0.0,0.0,0.0,0.7333894670047373,0.9184185039610143,-1.3771141146939216,2.8254121508486896
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC08490,0.0,0.0,0.0,1.3293920969325181,0.4687673005290048,0.23227611105888035,2.3722694566017757
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC08550,0.0,0.0,0.0,-0.05047951916298734,0.2467087387993132,-0.650417058685055,0.5002537053689277
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC08699,0.0,0.0,0.0,0.5817077806560712,0.20055381285199209,0.10539098164717896,1.0465887708483625
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC08837,0.017875,0.0,0.017888416312234177,-2.2946077379851815,0.7784538745308272,-3.8747740170507132,-0.3859696739415755
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC09037,0.0,0.0,0.0,-1.101108919245006,0.38175270142765055,-2.109847081778614,-0.3358209481034473
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC09992,0.00025,0.0,0.0002501876407305479,-1.976787053312667,0.4981580987362132,-3.202485507938153,-0.8611741629816072
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC10310,0.0,0.0,0.0,-0.7656901130895855,0.33773507699363225,-1.577568220264906,-0.0019940151922107174
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC11455,0.0,0.0,0.0,0.45063921873500223,0.4527945705474592,-0.5869744081444703,1.4925431194191934
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC11557,0.005125,0.0,0.0051288466349762325,-2.57100955603966,0.48679496664049066,-3.7282326619346944,-1.4594219677611628
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC11820,0.0,0.0,0.0,-1.052153291190565,0.15748082051724654,-1.4327934102722144,-0.6986282731562092
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC11914,0.0,0.0,0.0,-0.29294419363768714,0.2679050929132768,-0.932964844831621,0.30727160467447456
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC12506,0.000125,0.0,0.00012509382036527395,-1.6864515444688013,0.6592394682716545,-3.1509864239189085,-0.15856427550842872
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC12632,0.0,0.0,0.0,-1.0683129045636006,0.24022905392359684,-1.6232746111309437,-0.5263992522530841
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGC12732,0.0,0.0,0.0,-0.6961418215688459,0.17623397617425593,-1.118067558040319,-0.3012980067287622
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGCA442,0.0,0.0,0.0,0.3701928332374624,0.767512499513585,-1.3922116414811014,2.114972671688842
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logd,UGCA444,0.002125,0.0,0.0021265949462096574,-1.7356779465819654,0.7574356172254669,-3.4897673812039933,-0.004416892005754772
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,CamB,0.197875,0.3333333333333333,0.19777332999749814,-3.364148660820676,0.4693148959147453,-3.990783328989885,-2.0559318443905235
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,D512-2,0.0,0.0,0.0,-0.348727168003909,0.9293612336891146,-2.4675287930448504,1.8057589064075756
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,D564-8,0.002,0.0,0.0020015011258443832,-1.502949537154699,0.8147303109617721,-3.410219923923142,0.3490777240150666
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,D631-7,0.027,0.16666666666666666,0.0268951713785339,-2.59609887624168,0.6910379280343302,-3.9131598230196536,-0.9412930702838213
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,DDO064,0.0,0.0,0.0,-0.13500923122836783,0.9028490819794479,-2.1718762549798742,2.0223137312247426
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,DDO154,0.000125,0.0,0.00012509382036527395,-1.187920791105641,0.8406229469748553,-3.1427854531762747,0.7577489114989978
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,DDO161,0.005125,0.0,0.0051288466349762325,-1.9476912452277775,0.7759695526298224,-3.711561712134622,-0.19771680781330297
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,DDO168,0.00025,0.0,0.0002501876407305479,-0.7408867615413354,0.8678595012906438,-2.8080153254793783,1.22793230998046
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,DDO170,0.0,0.0,0.0,0.10612438223443564,0.9343061643817402,-2.0596766166843286,2.259569920678714
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,ESO079-G014,0.0,0.0,0.0,-0.07998757463269236,0.7596481241206218,-1.8359493583038242,1.6985620691197671
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,ESO116-G012,0.0,0.0,0.0,-1.4522079042676206,0.6410433861844421,-2.925439044073043,0.059884910538551835
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,ESO444-G084,0.001,0.0,0.0010007505629221916,1.063724353600947,0.9705064634246494,-1.2556645118356138,3.312834404034055
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,ESO563-G021,0.0,0.0,0.0,-0.12344077564026576,0.41278288384137046,-1.0913912716675607,0.8445219583179402
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F563-1,0.00075,0.0,0.0007505629221916438,1.1826796093613599,0.8626287212773138,-0.8841855769412985,3.1435636538086817
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F563-V2,0.001125,0.0,0.0011258443832874655,1.3580376953643336,0.8901761155463541,-0.7495885108252623,3.291058365724665
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F565-V2,0.00025,0.0,0.0002501876407305479,0.10773958724808458,0.9739463376038036,-2.217639236288572,2.418102507839838
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F568-1,0.0135,0.0,0.013510132599449587,2.377864764772281,0.7220552031860865,0.6660273081726023,3.8416016183534585
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F568-3,0.0,0.0,0.0,-0.06008274349787525,0.6608591002220858,-1.5811643358618508,1.450505602620749
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F568-V1,0.0775,0.0,0.07755816862646986,3.0622025557839576,0.5446592120235648,1.6425205296698084,3.9704491566871845
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F571-8,0.6265,0.5,0.6265949462096573,-3.8033909056248776,0.18703964288428213,-3.998095619628255,-3.127425262491032
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F571-V1,0.0,0.0,0.0,-0.49018997081442367,0.8692274982960702,-2.544487720085352,1.4725590866039697
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F574-1,0.0,0.0,0.0,0.9835893044840855,0.6141772856481003,-0.4395167527706628,2.4004497732633494
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F579-V1,0.0,0.0,0.0,1.2003913106891348,0.6481456239538123,-0.31087476712950746,2.695331385354081
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F583-1,0.009625,0.0,0.009632224168126095,2.2881198832357597,0.6736462584290257,0.7252278756964396,3.7870252185581146
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,F583-4,0.0,0.0,0.0,-0.4753500181588744,0.8680796340094369,-2.538743810503988,1.528007114194047
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,IC2574,0.258375,0.16666666666666666,0.258443832874656,-3.5350084652920994,0.3365938613330304,-3.9923993801728215,-2.5937413294157334
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,IC4202,0.0,0.0,0.0,-1.6166033511436317,0.3352540378252309,-2.326752669911311,-0.8378472899036609
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,KK98-251,0.00025,0.0,0.0002501876407305479,-0.3779508243569077,0.9446657598428598,-2.599857932180869,1.7636109662550257
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC0024,0.0715,0.16666666666666666,0.07142857142857142,3.3097411655145907,0.3359001761327427,2.501382003319927,3.9615126191640244
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC0055,0.04225,0.0,0.0422817112834626,-2.834822842125709,0.5879999119677131,-3.9351213653585804,-1.4357454270329202
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC0100,0.005125,0.0,0.0051288466349762325,-1.7846746046430058,0.865898499359664,-3.68273955856233,0.2866979764681703
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC0247,0.0,0.0,0.0,0.6809235840904115,0.40875890913441293,-0.2687872385075036,1.620496254393729
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC0289,0.0,0.0,0.0,1.7050263618135775,0.39377127315874433,0.7713525808179339,2.624241813757359
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC0300,0.0,0.0,0.0,0.8380666909464626,0.4252373926707503,-0.19025972635908073,1.7867850939947627
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC0801,0.0,0.0,0.0,0.4740894146409211,0.14789829757937104,0.09910760593097245,0.8153462534276024
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC0891,0.0,0.0,0.0,-1.6893408997182682,0.1795030771766189,-2.048168137440529,-1.2027907920398004
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC1003,0.0,0.0,0.0,-1.7711617180426704,0.4267146961338569,-2.777319952808646,-0.7813162861358772
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC1090,0.0,0.0,0.0,1.0142311368462498,0.44953962112284773,-0.03376446065126358,2.0592418296605497
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC2403,0.0,0.0,0.0,-0.5747892543511047,0.1253978379015633,-0.8656242843884926,-0.2825957696651148
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC2683,0.0,0.0,0.0,0.3638297166160834,0.317298739437391,-0.387433048362277,1.0967243098487245
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC2841,0.0,0.0,0.0,0.9815451069164554,0.1825321522580704,0.5573926648697307,1.3970046446261666
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC2915,0.20025,0.16666666666666666,0.2002752064048036,3.5025200265218577,0.32268691067940686,2.6082379516308922,3.98733598242187
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC2955,0.0,0.0,0.0,0.7653687318331907,0.3143379087419598,0.02636616866392404,1.4374262877005852
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC2976,0.0,0.0,0.0,-0.6665873367024828,0.39890831371613433,-1.607411095932264,0.216045762667294
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC2998,0.0,0.0,0.0,1.2857678829643429,0.5018506973970568,0.12199515031639645,2.462454105689986
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3109,0.0,0.0,0.0,0.6951542033760693,0.8210598254825064,-1.2454598219643467,2.5425795502046804
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3198,0.0,0.0,0.0,1.1560786477893183,0.25729852383261104,0.5786795659602472,1.7726027373975886
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3521,0.0,0.0,0.0,-1.5010142341037378,0.4580940217009673,-2.5578766388530636,-0.43074215482305905
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3726,0.0,0.0,0.0,-0.875115326614475,0.5834558156583103,-2.2107556295267563,0.4620949016104454
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3741,0.00025,0.0,0.0002501876407305479,-0.6580681689159719,0.8473150802286472,-2.7036384453297417,1.291343345863965
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3769,0.0,0.0,0.0,-0.8868468535994255,0.6563912858858874,-2.399908340977388,0.6086567186689857
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3877,0.0,0.0,0.0,-0.4546067842761181,0.6132159460836293,-1.892743077194686,1.0087370423942945
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3893,0.0,0.0,0.0,-0.6609602127400342,0.5625415834540143,-1.9812929172760922,0.6029597421341056
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3917,0.0,0.0,0.0,0.6301030926993113,0.6527208405164985,-0.8584754211851386,2.1227723286683715
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3949,0.0,0.0,0.0,-0.6020980401307372,0.6000457902971252,-2.003654508404748,0.7652719373015202
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3953,0.0,0.0,0.0,0.5349465495429185,0.5743195319457429,-0.8224238288319065,1.8470197199533998
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3972,0.0,0.0,0.0,0.27469200214918876,0.6971348613632732,-1.372187714095954,1.8577040900001283
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC3992,0.0,0.0,0.0,1.5088022593233537,0.4733824595440361,0.4016717617816586,2.5989188115040123
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4010,0.0,0.0,0.0,-0.9194726953479687,0.7179808644550284,-2.5832307350777137,0.7710004012224347
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4013,0.0,0.0,0.0,-1.420772418941186,0.44291295097609845,-2.4470460447473,-0.390368592118995
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4051,0.0,0.0,0.0,-0.6855588977048988,0.6235794028886021,-2.1615720574016573,0.7937666563320671
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4068,0.015625,0.0,0.015636727545659243,-2.3077368154112716,0.7330925377114957,-3.858983519810991,-0.617346047170587
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4085,0.0,0.0,0.0,-1.2282325907903051,0.6629263850647866,-2.802092489170793,0.2586770858425866
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4088,0.0,0.0,0.0,-1.498805481197573,0.5870232131661579,-2.873824598406306,-0.1656088111908454
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4100,0.0,0.0,0.0,1.1571727795273197,0.48444117778627865,0.024765172894967075,2.2629231557659413
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4138,0.0,0.0,0.0,0.4231216766880523,0.6272890472867909,-1.050556055240597,1.8395776805491995
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4157,0.0,0.0,0.0,-1.0780440096818589,0.5450223237819332,-2.3725502786164663,0.17245693854566166
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4183,0.000125,0.0,0.00012509382036527395,1.5220696986457147,0.64975637036927,0.013633477006149286,3.0163270342213204
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4214,0.001125,0.0,0.0011258443832874655,2.467365887569266,0.43922136582634425,1.4065193694014309,3.452182901343432
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4217,0.564875,0.5,0.5649236927695772,-3.7780313867559054,0.19483180263065836,-3.9973654977704633,-3.143192234805514
PLAMB_OPTICAL_DEPTH_KAPPA_P,z_logeta,NGC4559,0.0,0.0,0.0,-0.32639667259129806,0.5043976984748094,-1.4811872523202745,0.8386705890246459
