scenario,model,galaxy,N_points,success,message,optimisation_starts,successful_starts,best_start_index,profile_objective_start_spread,profile_objective,data_objective,prior_objective,logd,distance_pull,distance_multiplier,logeta_disk,disk_ml_multiplier,logeta_bulge,bulge_ml_multiplier,delta_inc_deg,inclination_pull,trial_inclination_deg,logeta_gas,gas_multiplier
baseline,RAR,DDO170,8,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,10,9.592326932761353e-14,6.499972007640643,4.228903172500672,2.2710688351399715,-0.3341372118665994,-1.5006979437311783,0.715955537891462,0.034437004824919806,1.0350368239964132,0.034437004824919806,1.0350368239964132,0.0,0.0,66.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,DDO170,8,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,1,1.6502355038028327e-12,6.557851946599419,4.239058124135511,2.3187938224639084,-0.33906942304726617,-1.5171386476667341,0.7124329881033383,0.032676583951529406,1.0332163264578114,0.032676583951529406,1.0332163264578114,0.0,0.0,66.0,0.0,1.0
baseline,RAR,ESO079-G014,15,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,7,4.725109192804666e-12,33.9934259381356,33.92952052888434,0.06390540925126247,0.17909579102076276,0.2522702771745956,1.1961353177032912,-0.004070599660332501,0.9959376740004042,-0.004070599660332501,0.9959376740004042,0.0,0.0,79.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,ESO079-G014,15,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,4,1.4921397450962104e-12,33.9165430588199,33.85383925437191,0.06270380444798612,0.17756851223898518,0.2461569018556254,1.1943098799434388,-0.011485273497032324,0.9885804304733601,-0.011485273497032324,0.9885804304733601,0.0,0.0,79.0,0.0,1.0
baseline,RAR,ESO116-G012,15,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,6,3.659295089164516e-13,16.764743832436775,13.76700249941784,2.9977413330189338,0.4168698161483948,1.0026588163188026,1.5172049844893014,-0.35288247256320265,0.702659770326365,-0.35288247256320265,0.702659770326365,0.0,0.0,74.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,ESO116-G012,15,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,6,4.192202140984591e-13,16.98485991527221,13.920489670178323,3.064370245093887,0.4153616871092871,0.997631719521777,1.5149185681327277,-0.35960926688715816,0.6979489845785576,-0.35960926688715816,0.6979489845785576,0.0,0.0,74.0,0.0,1.0
baseline,RAR,ESO563-G021,30,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,4,1.6711965145077556e-11,348.4838180264709,345.38133207599225,3.102485950478621,0.37969898295022203,1.761374741890775,1.461844483084258,-0.0016764752426248269,0.9983249292570154,-0.0016764752426248269,0.9983249292570154,0.0,0.0,83.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,ESO563-G021,30,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,4,3.83124643121846e-11,348.5572617456906,345.37675849951245,3.1805032461781684,0.38278744703163337,1.7820097546544904,1.4663663164284726,-0.01757925000961977,0.9825743635516674,-0.01757925000961977,0.9825743635516674,0.0,0.0,83.0,0.0,1.0
baseline,RAR,F563-1,17,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,9,3.410605131648481e-13,20.40818300620194,17.516203042880548,2.891979963321392,0.34352405703750394,1.1349384913137008,1.4099074402710559,0.316612399498185,1.3724704985621998,0.316612399498185,1.3724704985621998,0.0,0.0,25.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,F563-1,17,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,8,2.7604585284279892e-12,20.21064070000059,17.456370712810603,2.7542699871899865,0.3378258509778315,1.1065056059751315,1.4018963432684513,0.309224365462967,1.3623680045433493,0.309224365462967,1.3623680045433493,0.0,0.0,25.0,0.0,1.0
baseline,RAR,F563-V2,10,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,0,5.755396159656812e-13,11.407807968758949,5.938624519690305,5.469183449068643,0.4818101239937808,1.8348366200537225,1.61900234641562,0.36250500227397503,1.436924408857721,0.36250500227397503,1.436924408857721,0.0,0.0,29.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,F563-V2,10,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,1,1.9557688801796758e-12,11.220492144641682,5.858069489726673,5.362422654915008,0.47994463970130785,1.8254778459141734,1.6159849383076759,0.3561998463811745,1.4278928789763083,0.3561998463811745,1.4278928789763083,0.0,0.0,29.0,0.0,1.0
baseline,RAR,F565-V2,7,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,8,1.2878587085651816e-14,2.270098936603346,1.5775665615017074,0.6925323751016383,0.28085677922628766,0.8207541050989462,1.3242639282484292,0.03436483855707959,1.0349621319469038,0.03436483855707959,1.0349621319469038,0.0,0.0,60.0,0.0,1.0
